alpha,beta,p_stay_noreward,p_stay_reward
0.17626973,-0.050322886,0.54395368,0.53144515
0.26012741,0.051315375,0.56466761,0.57723739
0.24873149,0.062245201,0.56186425,0.57712364
0.21112613,-0.027226489,0.55258634,0.54584578
0.20253964,-0.031288519,0.55046252,0.54270846
0.23700626,0.03255435,0.55897576,0.56698503
0.17747406,0.075565197,0.54425242,0.56292442
0.16642923,0.086897231,0.54151153,0.56299509
0.077690228,0.074045286,0.51941279,0.53786126
0.11465825,0.13758914,0.5286332,0.56272958
0.14105869,0.1424432,0.53520631,0.57040455
0.27576285,-0.070843745,0.56850712,0.55105126
0.22748604,-0.040183907,0.55662752,0.54668912
0.12566514,0.2020734,0.53137501,0.58120903
0.22443201,-0.068248437,0.55587367,0.53896671
0.19274496,0.11495186,0.54803761,0.57632298
0.19274496,0.11495186,0.54803761,0.57632298
0.11955762,0.13303796,0.52985385,0.56281526
0.11470619,0.11355288,0.52864515,0.55681829
0.12017919,0.11532835,0.53000869,0.55860626
0.13774974,0.14981932,0.53438308,0.57140089
0.14324878,0.077240237,0.53575108,0.55490002
0.17103288,0.02660346,0.54265429,0.54924888
0.26977546,-0.064308454,0.56703778,0.5511868
0.23287059,-0.046351401,0.55795598,0.54649508
0.23607449,-0.056963162,0.55874604,0.5446585
0.2243126,-0.082860772,0.55584419,0.53530411
0.1270673,0.15124094,0.53172415,0.56913142
0.20791263,0.059437471,0.55179172,0.56644224
0.15171478,0.075031388,0.53785611,0.55644491
0.11634779,0.14836454,0.52905418,0.56579433
0.12664825,0.12318046,0.53161981,0.56213434
0.12797062,0.1141889,0.53194907,0.56024576
0.12797062,0.1141889,0.53194907,0.56024576
0.27204863,-0.043117799,0.56759577,0.55698405
0.28824509,-0.068797651,0.57156645,0.55464275
0.3055399,-0.1100305,0.57579623,0.54872225
0.24442433,-0.11237125,0.56080367,0.53296538
0.17985489,0.023684841,0.54484291,0.55070999
0.24984216,0.058797098,0.56213765,0.57655308
0.28922309,-0.057757406,0.57180592,0.55760944
0.24764602,-0.035351071,0.56159702,0.5528753
0.2436982,-0.043872551,0.56062481,0.54979084
0.2561054,-0.080252452,0.56367867,0.54385029
0.28684196,0.014469463,0.57122282,0.57476307
0.28626367,0.019201743,0.57108117,0.57577804
0.22925101,0.0078914258,0.55706305,0.55900933
0.12588246,0.050924703,0.53142912,0.544087
0.26855817,0.14959412,0.5667389,0.60304102
0.10297111,0.08093259,0.52572006,0.54584678
0.082676925,0.0097682898,0.52065747,0.52309486
0.096647836,0.1834246,0.52414317,0.56956398
0.14542713,0.15277881,0.53629284,0.57400388
0.21392152,0.0069334208,0.55327736,0.55499039
0.22337041,0.018349198,0.55561157,0.56013738
0.19072988,-9.6006098e-4,0.54753844,0.54730059
0.20269619,0.075608649,0.55050126,0.56913058
0.17674494,-0.065003292,0.54407157,0.52790638
0.15074857,0.12660312,0.53761593,0.56889683
0.11718603,0.17533501,0.52926303,0.57261321
0.15051399,0.067484824,0.53755762,0.55428489
0.11882471,0.090224864,0.52967127,0.55207289
0.21458116,0.084213423,0.55344039,0.57414782
0.12579689,0.12670967,0.53140781,0.56279335
0.087448885,0.13691584,0.5218483,0.55585706
0.16541193,0.10947213,0.54125895,0.56829154
0.2468089,-0.022340429,0.56139091,0.55588267
0.22958591,0.095827619,0.55714569,0.580643
0.11960741,0.094312555,0.52986625,0.55327697
0.078974388,0.14153124,0.51973334,0.55490412
0.1140607,0.21295975,0.5284843,0.58103423
0.25108955,-0.098532395,0.56244466,0.53806549
0.31617574,-0.070814907,0.57839197,0.56103432
0.29281655,-0.026736789,0.57268553,0.56613024
0.21135943,-0.028909858,0.55264402,0.54548629
0.21404988,0.036545882,0.55330909,0.56232313
0.1897704,0.062542578,0.54730073,0.56274572
0.22408446,-0.080283522,0.55578787,0.53588841
0.22408446,-0.080283522,0.55578787,0.53588841
0.21158948,-0.016992273,0.5527009,0.54849636
0.25835851,-0.052556046,0.56423273,0.55126978
0.18186159,-0.02552567,0.5453405,0.53900457
0.20353399,-0.056284003,0.55070856,0.53674612
0.25079012,0.015303662,0.56237097,0.56613368
0.2283159,-0.076011945,0.55683231,0.53800256
0.31034905,-0.097576811,0.57697046,0.55299328
0.33517394,-0.092374287,0.58301774,0.56040346
0.33518844,-0.067730764,0.58302127,0.56646866
0.31902853,0.055305768,0.57908748,0.59250588
0.34463181,0.0061189466,0.5853152,0.58679962
0.19688401,-0.01184695,0.54906262,0.54612773
0.15580648,0.12251795,0.53887301,0.56913539
0.21389498,0.011606107,0.5532708,0.55613759
0.1790181,-0.028932897,0.54463538,0.53745103
0.1634198,0.073914011,0.54076427,0.55905651
0.16148022,0.18076694,0.54028256,0.58473628
0.16227341,-0.015581931,0.54047956,0.53660725
0.21919418,-0.0019753896,0.55458019,0.55409217
0.11941331,0.13795302,0.5298179,0.56398877
0.1583182,0.13317677,0.53949709,0.57236209
0.21016259,0.10912115,0.55234811,0.57914968
0.020488158,0.20356016,0.50512186,0.55577894
0.1077106,0.2476094,0.52690165,0.58790707
0.071582328,0.14606076,0.51788794,0.55419701
0.15680442,-0.010955987,0.53912098,0.53639761
0.21563829,0.10453379,0.55370164,0.57936619
0.18033588,0.071885197,0.54496218,0.56272311
0.1280747,0.021075313,0.53197498,0.53721853
0.10768133,-0.025001095,0.52689435,0.52065829
0.1738619,0.018630319,0.54335632,0.54797501
0.20107178,0.014267829,0.55009927,0.55362783
0.25430724,0.029607934,0.56323637,0.57050582
0.19810874,0.022877113,0.54936584,0.55502273
0.25769762,0.00113838,0.56407023,0.56435013
0.11090088,0.17616336,0.52769684,0.57127726
0.12680103,0.099600398,0.53165785,0.55635982
0.14607918,0.11966587,0.53645499,0.56604802
0.13346978,0.036668029,0.533318,0.54243215
0.18765089,0.087287251,0.54677554,0.56830481
0.16772654,0.06888681,0.54183361,0.5588789
0.097690348,0.072835734,0.52440318,0.54252851
0.090111274,0.039317795,0.52251259,0.53231217
0.25256672,0.054191794,0.56280816,0.57609385
0.20933765,-0.072556166,0.55214413,0.53414216
0.19782561,-0.12665057,0.54929574,0.51778625
0.30187251,-0.010990318,0.5749002,0.57221209
0.20107043,-0.14907363,0.55009893,0.51299627
0.25781061,-0.060295464,0.56409801,0.54921888
0.3089116,-0.062359627,0.57661957,0.56132764
0.090753184,0.12281464,0.52267274,0.55318994
0.21497628,0.14355343,0.55353804,0.58868447
0.20774417,0.088515474,0.55175006,0.5735279
0.21808427,0.077576149,0.554306,0.57338133
0.20613372,0.014449940999999999,0.55135173,0.55492339
0.21923389,-0.021787122,0.55459,0.54920195
0.095729671,0.13749377,0.52391416,0.558043
0.15191372,0.14114417,0.53790556,0.57274459
0.13314543,0.10685286,0.53323727,0.55971323
0.1886244,0.054800748,0.54701678,0.56055755
0.2304032,0.072539572,0.55734733,0.57516174
0.219274,-0.021229459,0.55459991,0.54934994
0.17069718,-0.054017848,0.54257098,0.52913679
0.18468269,0.016100022,0.54603989,0.55002772
0.11585212,0.18112362,0.52893068,0.57370305
0.13915125,0.10290772,0.53473179,0.56022099
0.18250758,0.087768328,0.54550067,0.56716064
0.20991052,0.11827846,0.55228579,0.58131866
0.069573435,0.17327396,0.51738635,0.56041522
0.19753877,0.063548275,0.54922473,0.56490349
0.23632618,-0.034852016,0.5588081,0.55019885
0.17341174,0.10344288,0.54324462,0.56877492
0.17565601,0.023279378,0.54380144,0.54957047
0.18781582,0.072025884,0.54681642,0.56459738
0.20911059,0.0037651373,0.55208798,0.55301886
0.158438,0.098949248,0.53952685,0.56399391
0.16192342,0.092309499,0.54039264,0.56321809
0.250584,-0.13982096,0.56232024,0.52766249
0.32345609,-0.051347048,0.5801663,0.5676106
0.33613866,-0.051157924,0.58325225,0.57076689
0.13077553,0.12385529,0.53264737,0.56331597
0.10163839,0.18469987,0.52538775,0.57109944
0.082161099,0.30898334,0.52052873,0.59655817
0.2294145,-0.12553525,0.55710339,0.52594649
0.30555537,0.024890819,0.57580001,0.58186794
0.088495164,0.05047573,0.52210936,0.53468692
0.12899894,0.081875543,0.53220509,0.55252413
0.1592169,0.1151613,0.53972035,0.56816743
0.14570973,0.12394779,0.53636312,0.56700882
0.13124586,0.11390659,0.53276445,0.56098299
0.24568442,0.21282606,0.56111401,0.61266076
0.21814657,0.13718959,0.55432139,0.58791098
0.10686859,0.15738717,0.52669175,0.56568216
0.14383227,0.17901535,0.5358962,0.58001808
0.062969517,0.15992509,0.51573718,0.55549409
0.06887036,0.16101672,0.51721079,0.55721999
0.050362396,0.15988053,0.51258794,0.55236798
0.17608905,0.065497615,0.54390886,0.56010462
0.14091688,0.11834208,0.53517104,0.56445412
0.26881685,-0.071719432,0.56680242,0.54911546
0.27589379,-0.03640968,0.56853924,0.55958651
0.27542636,-0.029047207,0.56842458,0.56128509
0.22310836,-0.0056998498,0.55554687,0.55413905
0.15720287,0.12209508,0.53921998,0.5693741
0.16796836,0.14131634,0.54189364,0.57671066
0.1213807,0.21720801,0.53030797,0.58384766
0.11544917,0.2046673,0.52883028,0.57935264
0.045441894,0.13800546,0.51135852,0.54573365
0.06290724,0.14857449,0.51572163,0.55267426
0.16947777,0.0069484002,0.54226832,0.54399249
0.098117975,0.11412386,0.52450983,0.55286217
0.10787423,0.12393911,0.52694243,0.5576952
0.17728953,0.10161743,0.54420665,0.56927823
0.18581164,0.041940808,0.54631972,0.55669326
0.069788202,0.055767443,0.51743997,0.53134774
0.1709339,0.19188552,0.54262973,0.58972276
0.086783381,0.053704408,0.52168224,0.53506429
0.16993184,-0.0081412346,0.54238102,0.54035965
0.32328095,-0.08250688,0.58012363,0.5599044
0.29761574,-0.14351029,0.57385956,0.5384503
0.31635182,-0.028511834,0.57843491,0.57146724
0.29363976,-0.03963272,0.57288697,0.56316252
0.23558139,-0.10433044,0.55862447,0.53276571
0.24087563,-0.051468251,0.55992942,0.54721079
0.19511313,0.019046954,0.54862412,0.55333632
0.19536649,0.065932092,0.54868686,0.56495549
0.2410521,-0.18823694,0.55997291,0.51320072
0.2716018,-0.15549025,0.5674861,0.52899532
0.35893896,-0.1739719,0.58878356,0.54611038
0.39299376,-0.14072439,0.59700318,0.56273499
0.3921752,-0.14056137,0.59680622,0.56257368
0.25096022,-0.13756294,0.56241283,0.52831898
0.2467405,-0.14047665,0.56137407,0.52654099
0.2467405,-0.14047665,0.56137407,0.52654099
0.29094821,-0.016752329,0.57222825,0.5681227
0.2536657,-0.057977183,0.56307855,0.54876661
0.2536657,-0.057977183,0.56307855,0.54876661
0.30384246,-0.014991469,0.57538157,0.57171481
0.16075505,-0.01052542,0.54010244,0.53748693
0.15510885,0.10129888,0.53869966,0.56375303
0.12150302,0.18576593,0.53033844,0.5762185
0.172323,-0.036795975,0.54297446,0.53382999
0.1779344,0.033555939,0.54436661,0.55267639
0.16137016,0.053227139,0.54025522,0.55344438
0.22055736,0.055213748,0.5549169,0.56850915
0.18008297,0.12286975,0.54489947,0.57516417
0.2118896,-0.048706834,0.55277509,0.5407054
0.21548811,-0.042374261,0.55366453,0.5431707
0.097468481,0.088720661,0.52434785,0.54641328
0.085929291,-0.0097160725,0.52146911,0.51904409
0.16067395,0.12196608,0.54008229,0.57019334
0.20981131,-0.0098337756,0.55226125,0.54982844
0.2168254,0.0067660164,0.55399498,0.55566614
0.16733019,-0.0046993206,0.54173521,0.54056834
0.1345514,-0.055623404,0.53358719,0.51972176
0.16439605,0.12775134,0.5410067,0.57252177
0.081831811,0.16149224,0.52044654,0.56053265
0.077772448,0.15248221,0.51943332,0.55731068
0.1246002,0.2156484,0.53110981,0.58425091
0.21485003,0.089085105,0.55350684000000006,0.57540421
0.22803655,0.08607523,0.55676337,0.57788858
0.09923317,0.10271778,0.52478795,0.55031684
0.12176401,0.23370227,0.53040345,0.5879425
0.10938147,0.29453656,0.52731814,0.59962864
0.12706738,0.24824466,0.53172417,0.59274193
0.33762024,-0.02852904,0.58361234,0.57666342
0.32849699,-0.055325435,0.58139363,0.56787135
0.34658618,-0.031730167,0.58578949,0.57807012
0.23006485,-0.14807191,0.55726385,0.52048676
0.33278557,-0.02311086,0.58243699,0.57680586
0.087927384,0.26290455,0.52196769,0.58681931
0.087927384,0.26290455,0.52196769,0.58681931
0.11503515,0.077565373,0.52872711,0.54800184
0.2105649,0.01382282,0.55244758,0.55586274
0.19782043,0.13287532,0.54929446,0.58192866
0.1492285,-0.029321419,0.53723804,0.5299409
0.36424588,-0.031310895,0.59006785,0.58247333
0.24970136,-0.20853041,0.56210299,0.51029128
0.38944931,-0.17361911,0.59615012,0.55374906
0.40761418,-0.19961332,0.60051567,0.55181354
0.07510764,0.27141429,0.51876809,0.5857739
0.31934741,-0.1992697,0.5791652,0.52998341
0.23415265,-0.066401299,0.55827216,0.54183977
0.1645005,0.040451691,0.54103264,0.55105944
0.12036351,0.11271434,0.5300546,0.5580071
0.10046196,0.10785999,0.52509439,0.55189295
0.16758822,0.23247942,0.54179927,0.59870391
0.15443443,0.11323892,0.53853206,0.56652163
0.24038118,-0.044958903,0.55980758,0.54870068
0.24616186,0.086201185,0.56123158,0.58233423
0.20581738,-0.018421535,0.55127347,0.54671234
0.15961405,-0.021123183,0.53981901,0.53456749
0.17790378,0.008169137,0.54435901,0.54638448
0.16646712,-1.6182308e-4,0.54152094,0.54148076
0.17573206,0.14520393,0.5438203,0.57955234
0.25729273,-0.030358071,0.56397067,0.55649143
0.24781903,0.021344087,0.56163962,0.56688744
0.19276395,-0.0053190863,0.54804232,0.54672449
0.23710536,-0.10980435,0.55900019,0.53178234
0.1782481,0.14923065,0.54444441,0.58114579
0.19372577,0.079676135,0.54828054,0.56792788
0.19061759,-0.017243857,0.54751063,0.54323519
0.25479553,-0.0096350053,0.56335649,0.56098498
0.12739563,0.060918624,0.5318059,0.54693993
0.11499701,0.13323161,0.52871761,0.56174046
0.11268656,0.1662033,0.52814187,0.56927404
0.10934942,0.13038238,0.52731015,0.55964755
0.26848606,-0.0021064393,0.5667212,0.56620389
0.20130249,-0.072074264,0.55015636,0.53226217
0.2664774,-0.026846515,0.56622791,0.55962269
0.13076928,0.10481393,0.53264581,0.55862491
0.15407145,0.22520047,0.53844185,0.59369749
0.15815648,0.196034,0.53945691,0.58763339
0.090241257,0.11976458,0.52254502,0.55230935
0.096229271,0.15828059,0.52403877,0.56328622
0.12460298,0.020757701,0.5311105,0.53627632
0.19146701,0.021207961,0.54772106,0.55296924
0.094150623,0.21121413,0.52352028,0.57575345
0.16563325,0.10134322,0.5413139,0.56635048
0.14966018,0.081558915,0.53734537,0.55754861
0.13382123,0.14138888,0.53340547,0.56837153
0.1612088,0.07131605,0.54021514,0.5578707
0.17625462,0.07503222,0.54394994,0.56249321
0.14627605,0.0071566579,0.53650395,0.5382831
0.18192013,0.12716236,0.54535502,0.57666129
0.21561296,0.14237244,0.55369538,0.58855267
0.059307962,0.088250649,0.51482265,0.53682286
0.13802065,0.22067461,0.53445049,0.58872456
0.19897151,0.039548012,0.54957942,0.55934878
0.15170149,0.077533103,0.53785281,0.557059
0.13798861,0.16039575,0.53444252,0.57404751
0.15892298,4.388892e-4,0.53964734,0.53975637
0.2060446,-0.017085884,0.55132968,0.54709962
0.19043045,0.010762803,0.54746426,0.55012933
0.24308832,0.0025831485,0.56047457999999994,0.56111082
0.16194295,0.040023369,0.54039749,0.55032065
0.15572159,0.037396805,0.53885192,0.54813011
0.19613415,0.055013669,0.54887695,0.562459
0.16130439,0.12988073,0.54023889,0.57228624
0.20148589,-0.0034465475,0.55020175,0.54934866
0.17029086,0.037667497,0.54247013,0.55180303
0.15542626,0.053741921,0.53877853,0.55210222
0.14644332,0.12695038,0.53654554,0.56792586
0.16473648,0.087839642,0.54109123,0.56281047
0.24115217,-0.064869057,0.55999756,0.543957
0.14985414,0.074543182,0.53739358,0.55586511
0.32097445,-0.13138811,0.57956171,0.54725513
0.18423991,0.061398043,0.54593013,0.56110256
0.16392725,0.082443267,0.54089029,0.56128296
0.16947999,0.098253564,0.54226887,0.56653641
0.32158571,-0.15524489,0.57971065,0.54148958
0.32180005,-0.18956555,0.57976288,0.53301054
0.38604699,-0.2245798,0.59533073,0.54027932
0.40863756,-0.23809615,0.60076115,0.54253232
0.23263909,-0.040118663,0.55789888,0.547982
0.25133205,-0.046232049,0.56250434,0.55109601
0.19563048,0.0016797198,0.54875224,0.54916814
0.078190262,0.24359919,0.51953761,0.57976029
0.077413442,0.13827858,0.5193437,0.55371492
0.11754703,0.19435934,0.52935297,0.57735051
0.060469144,0.041821696,0.51511268,0.52555044
0.078836117,0.095567176,0.51969883,0.54349064
0.095824226,0.14364911,0.52393774,0.55958386
0.093244309,0.2696044,0.5232942,0.58972985
0.045507942,0.16072097,0.51137502,0.55137527
0.095684441,0.13839627,0.52390288,0.55825442
0.12764938,0.11337065,0.53186908,0.55996501
0.20782241,0.14791194,0.55176941,0.58800745
0.17406997,0.10166437,0.54340794,0.56850013
0.23795833,0.076019183,0.55921045,0.57785583
0.2545657,0.062254916,0.56329995,0.57854922
0.24787543,0.045972041,0.5616535,0.57293779
0.13750935,-0.032319355,0.53432327,0.52627328
0.13750935,-0.032319355,0.53432327,0.52627328
0.15441319,0.073565906,0.53852678,0.55674919
0.11248136,0.015486344,0.52809073,0.53194834
0.1449937,0.15100436,0.53618505,0.57346392
0.21234965,0.023416305,0.55288882,0.55866997
0.22149993,0.010510043,0.55514968,0.5577437
0.22651848,0.0071092109,0.55638871,0.5581427
0.15021022,0.088749422,0.5374821,0.55945725
0.15021022,0.088749422,0.5374821,0.55945725
0.27956283,-0.016125841,0.56943904,0.56548099
0.27672334,-0.090150346,0.56874272,0.54650842
0.15068413,0.10757681,0.53759992,0.56420874
0.15751216,0.013434719,0.53929683,0.54263295
0.23913042,-0.12865735,0.55949934,0.52759021
0.23544308,-0.10979498,0.55859037,0.53137077
0.20694855,-0.049072935,0.55155328,0.53938713
0.26210292,0.019159357,0.56515317,0.56985566
0.20202939,0.0078341883,0.55033626,0.55227418
0.2103357,-0.012306151,0.55239092,0.54934623
0.24031935,-0.034415225,0.55979235,0.55129493
0.19153712,-0.027170044,0.54773842,0.5409995
0.20680628,0.020125262,0.55151809,0.55649066
0.12566575,0.072989367,0.53137516,0.54950109
0.14628062,0.074784709,0.53650508,0.55504236
0.13074432,0.10998267,0.5326396,0.5598928
0.16938336,0.13217609,0.54224489,0.57482369
0.19375549,0.042653123,0.5482879,0.55882842
0.18376898,0.13093521,0.54581339,0.57803308
0.16830858,0.17567712,0.5419781,0.58515837
0.30789461,0.012744148,0.57637128,0.57947991
0.24669319,-0.038303317,0.56136242,0.55190975
0.34208911,-0.095520622,0.5846979,0.56133171
0.38337218,-0.14988336,0.59468617,0.55810845
0.33953299,-0.20485464,0.58407708,0.53361879
0.14020347,0.17084348,0.53499356,0.57714079
0.11675011,0.11751796,0.52915442,0.55830062
0.11675011,0.11751796,0.52915442,0.55830062
0.088688768,0.22359010000000001,0.52215767,0.57744141
-0.0068080151,0.27766945,0.498298,0.56730437
-0.037819586,0.30443176,0.49054623,0.56626101
0.018873034,0.42388,0.50471812,0.60891483
0.029887726,0.32135637,0.50747138,0.58691924
0.081553737,0.15481046,0.52037714,0.55881747
0.14123478,0.1068773,0.53525012,0.56171177
0.15216374,0.27349481,0.5379677,0.60483649
0.32135536,-0.052708974,0.57965453,0.56676057
0.33949745,-0.04976523,0.58406844,0.57193057
0.094999603,0.23953261,0.52373206,0.58286172
0.1206024,0.21482821,0.53011411,0.58308014
0.073173468,0.14237162,0.51828521,0.55367861
0.084962206,0.22612375,0.52122778,0.57715031
0.13763258,0.07489972,0.53435393,0.55293397
0.17106655,0.11465079,0.54266265,0.57094735
0.17001201,0.051626375,0.54240092,0.55518388
0.12074329,0.050156486,0.5301492,0.54262126
0.15220111,0.16329902,0.53797699,0.57822721
0.16950724,0.10206981,0.54227563,0.56748003
0.15434106,0.14172307,0.53850885,0.57348008
0.15399353,0.11488641,0.53842248,0.56681791
0.20024826,0.050312761,0.54989545,0.56231458
0.16212936,0.034017804,0.54044379,0.54888018
0.21356614,0.047652355,0.55318952,0.5649358
0.21902972,0.029974871,0.55453956,0.56193148
0.23698556,-0.0038392164,0.55897066,0.55802399
0.20463563,0.063677539,0.55098113,0.56667874
0.12564855,0.039093022,0.53137088,0.5410925
0.16318323,0.12304488,0.54070552,0.57107246
0.16924786,0.12298346,0.54221125,0.57254231
0.14580093,0.17267057,0.5363858,0.5789517
0.10049329,0.1189587,0.5251022,0.55464387
0.076757489,0.23834897,0.51917996,0.5781312
0.23975531,-0.094922342,0.55965335,0.53614508
0.21943439,-0.12499182,0.55463953,0.52359311
0.1999264,-0.053204544,0.54981578,0.5366148
0.19291088,0.13740088,0.54807871,0.58183523
0.20510538,0.0041195007,0.55109734,0.55211624
0.082395335,0.22884331,0.52058719,0.57718757
0.12096697,0.12094106,0.53020492,0.5601838
0.1828905,-0.019026638,0.5455956,0.54087454
0.14379673,0.079628698,0.53588737,0.55562515
0.13255414,0.15030596,0.5330901,0.57024728
0.11846479,0.077774848,0.52958161,0.54890307
0.11532045,0.071896855,0.5287982,0.54666809
0.32315944,-0.063936771,0.58009404,0.5644452
0.25297384,0.026904414,0.56290833,0.56951638
0.14954775,0.038173008,0.53731741,0.54679286
0.14854422,0.10715888,0.53706792,0.56357973
0.083611447,0.18045787,0.52089069,0.56563636
0.18969945,0.059347751,0.54728315,0.56194197
0.1785006,0.015675095,0.54450704,0.54839197
0.17318595,0.082777238,0.54318859,0.5636437
0.15503176,0.036956595,0.5386805,0.5478502
0.29690963,0.031427931,0.57368688,0.58135483
0.15852581,-0.06554765,0.53954866,0.52322781
0.20737762,0.093281242,0.5516594,0.57460357
0.1980594,0.087518958,0.54935362,0.5709133
0.17361803,0.11450341,0.54329581,0.57153617
0.16201678,0.15366765,0.54041583,0.57827216
0.19796551,0.024444253,0.54933038,0.55537436
0.16145808,-0.098533135,0.54027706,0.51572605
0.231536,-0.044378738,0.55762679,0.54665321
0.23160525,0.029282307,0.55764387,0.56485446
0.22897535,-0.05618731,0.55699504,0.54308986
0.22912194,0.0049464103,0.55703121,0.55825137
0.12645126,-0.064527921,0.53157076,0.51547589
0.15242828,0.12969865,0.53803346,0.57006759
0.15943842,0.0020033306,0.53977538,0.54027301
0.15874208,0.096705775,0.53960239,0.56351695
0.17936756,0.029961989,0.54472205,0.55214213
0.28523336,0.014364922,0.57082878,0.57434431
0.18309775,-0.057644715,0.54564698,0.53132219
0.19298058,0.0038596131,0.54809597,0.54905177
0.26248479,0.066484016,0.56524701,0.58150845
0.13693733,0.0067995021,0.53418094,0.53587247
0.14929426,0.06140918,0.53725439,0.55248184
0.097063597,0.0048883165,0.52424687,0.52546592
0.23482053,0.017086429,0.55843686,0.56264581
0.18571065,0.057956543,0.54629469,0.56061717
0.19011626,0.047554417,0.54738642,0.55913954
0.19562069,0.035198874,0.54874981,0.55745005
0.24313724,0.024853536,0.56048663,0.56659958
0.16069214,-0.030386776,0.54008681,0.53253032
0.18229564,0.076667843,0.54544812,0.56438147
0.17846607,0.14571405,0.54449847,0.58034264
0.17371963,0.19084967,0.54332102,0.59014608
0.075934423,0.11528756,0.51897449,0.54766036
0.14038983,0.10150264,0.53503993,0.56017997
0.21282642,0.048973834,0.55300668,0.56507878
0.24241937,0.011398121,0.56030978,0.56311589
0.20783565,-0.012671091,0.55177268,0.54863686
0.20975734,-0.066318912,0.55224791,0.53579825
0.25706808,-0.0053803425,0.56391542,0.56259187
0.1976122,0.095730811,0.54924291,0.57281436
0.21606454,-0.044508876,0.55380697,0.54278403
0.11649114,0.043994276,0.5290899,0.54003546
0.25380486,-0.0078042366,0.56311278,0.56119187
0.23579861,-0.11232016,0.55867803,0.53083045
0.24544866,0.060979854,0.56105595,0.57601326
0.19868323,0.025297457,0.54950805,0.55576225
0.25916481,0.011118466,0.56443097,0.56716245
0.24345451,-0.13986924,0.56056478,0.52587319
0.35648571,-0.0082068523,0.58818946,0.58620014
0.32269708,-0.059516987,0.57998141,0.56541787
0.32063497,-0.19195774,0.57947899,0.53212499
0.23233056,0.022808884,0.55782278,0.56344109
0.12971394,0.16203266,0.53238309,0.57242368
0.10059001,0.095010453,0.52512632,0.5487448
0.1111307,0.19009872,0.52775412,0.57474303
0.1415249,0.088547169,0.53532229,0.55726563
0.17888073,0.015076854,0.54460132000000006,0.54833795
0.15468183,0.15453357,0.53859354,0.57669374
0.250762,-0.090250922,0.56236405,0.54004184
0.23452392,0.10523631,0.55836372,0.58413228
0.21539544,0.079677786,0.55364163,0.57323769
0.30308775,-0.052415685,0.57519717,0.56234191
0.29319182,-0.057678266,0.57277736,0.55860774
0.11014517,0.12200256,0.52750849,0.55777768
0.24669162,0.017758366,0.56136203,0.56572988
0.22381044,0.0087276289,0.55572021,0.55787396
0.28609936,-0.045998394,0.57104092,0.55973853
0.29183471,-0.11940722,0.57244524,0.54300039
0.34369179,0.0093420652,0.58508702,0.58735309
0.32384236,0.0052206519,0.58026038,0.58153137
0.17618466,0.066606936,0.54393258,0.56040148
0.16789646,0.09580522,0.54187579,0.56554603
0.20729386,-0.0033482703,0.55163868,0.5508104
0.22203636,0.14052602,0.55528216,0.58966057
0.15047445,0.087083457,0.53754779,0.55911175
0.15828344,0.10897991,0.53948845,0.56642094
0.1237319,0.1279483,0.53089357,0.56259001
0.14756886,0.11656567,0.53682541,0.56565238
0.17477848000000001,0.16159611,0.54358373,0.5833096
0.10302693,0.16463695,0.52573397,0.5665193
0.069569389,0.23292154,0.51738534,0.57505133
0.069569389,0.23292154,0.51738534,0.57505133
0.034097869,0.18152007,0.50852364,0.55369661
0.11978687,0.22086682,0.52991096,0.5843493
0.10236331,0.18899671,0.52556851,0.57232906
0.029446389,0.15582677,0.50736107,0.54618625
0.26445153,-0.13291887,0.56573026,0.53283584
0.33042518,-0.004134149,0.58186283,0.58085665
0.08993562,0.065979763,0.52246876,0.53890007
0.13565157,0.17891809,0.53386098,0.57800027
0.12159363,0.16179506,0.53036101,0.57037681
0.20666431,-0.10775011,0.55148297,0.52470841
0.18062209,-0.13204797,0.54503316,0.51214114
0.27345756,-0.077007845,0.56794153,0.54895509
0.18194789,0.067439562,0.5453619,0.56202573
0.12476939,0.12079387,0.53115195,0.56108417
0.13476578,0.14028994,0.53364055,0.56833365
0.12451173,0.10975153,0.53108778,0.55829944
0.22979258,0.029623359,0.55719668,0.56449271
0.2115922,-0.024201246,0.55270157,0.54671113
0.2385842,-0.0043420188,0.55936472,0.55829424
0.1915851,-0.0081839757,0.54775031,0.54572219
0.029259409,0.24499035,0.50731433,0.56813591
0.29044786,-0.17888499,0.57210577,0.52786183
0.17195955,0.012535653,0.54288426,0.54599341
0.14889886,0.086891511,0.53715609,0.55867599
0.14035757,0.029768888,0.5350319,0.54242933
0.17007261,0.16281248,0.54241596,0.5824612
0.32347231,-0.0098962468,0.58017025,0.5777579
0.23495153,-0.1438552,0.55846916,0.52275835
0.12244596,0.023244759,0.5305733,0.53635839
0.13363246,0.09772462,0.53335849,0.55758265
0.20450781,0.065662852,0.5509495,0.5671348
0.19361671,0.042481635,0.54825353,0.55875192
0.14087875,0.1132814,0.53516155,0.56320019
0.14165997,0.10387038,0.53535589,0.56107606
0.19853832,0.12574645,0.54947218,0.58036813
0.18688678,-0.030217571,0.54658618,0.53908738
0.19932331,0.11701244,0.5496665,0.57843099
0.2051147,0.078318976,0.55109965,0.57038783
0.1985889,0.053749578,0.5494847,0.562752
0.15559017,0.074215967,0.53881926,0.55720002
0.14792593,0.069909139,0.53691419,0.55424443
0.19611893,0.080294729,0.54887318,0.56866677
0.21061794,0.12976904,0.5524607,0.58428452
0.25229245,0.1181288,0.56274067,0.59156076
0.23649768,-0.082072502,0.55885038,0.53852976
