mu_alpha,mu_beta,mu_kappa,mu_decay,sigma_alpha,sigma_beta,sigma_kappa,sigma_decay
-0.81832843,0.50058669,0.16361782,-1.5966591,2.7469992,0.98428429,0.69433934,4.0936475
-0.63696964,0.5080989,0.15655961,-1.4901578,2.7592844,1.0022965,0.71831905,4.1762166
-1.2854421,0.61094223,0.057024181,-0.86903135,3.8653594,2.1270608,0.59741704,3.1319431
-1.5107389,0.67778726,0.10877104,-0.98887824,3.3304705,1.3040994,0.75125281,2.8312048
-1.6637809,0.64420129,0.20636252,-0.048321768,2.4968762,1.2051815,0.79417424,3.2292985
-2.283596,0.88663136,0.22721741,0.22500898,3.6488341,1.3050823,0.78959797,4.718446
-3.2958829,0.59767068,0.23953145,0.22969629,2.3771234,1.2561116,0.622715,5.5241617
-2.1417677,0.39527712,0.21658353,0.11373056,3.0589654,1.3830688,0.65223575,3.9059724
0.66506354,0.08055439,0.060891686,-0.71868766,3.9301977,1.4197266,0.68112213,2.0298025
-1.0504245,0.0044128955,0.22265,0.065845314,1.896173,1.279754,0.63560258,2.9436028
0.90559208,-0.6267918,-0.16734289,1.2828196,2.6777675,0.93845091,0.46506222,2.6918993
0.70052903,0.087488152,0.15782722,0.37856772,2.8092142,0.7448198,0.54054231,4.3613602
0.37866267,0.19962454,0.19954042,0.25066773,4.6460292,1.193932,0.47021487,2.2798537
0.48393289,-0.33666414,0.071261285,-0.069831698,1.8088973,0.6407727,0.43127004,2.4353912
-0.17343503,0.1188239,-0.0053468724,-1.2632169,3.0072939,0.6036774,0.56646751,2.38353
-0.92424726,0.12186149,0.20335011,-0.59794674,3.3416561,0.93434524,0.75544872,3.2962628
-2.1740952,0.096651104,0.26589222,-1.157414,2.6961924,0.48954862,0.69792308,3.2327261
0.094694392,0.39901889,0.27895154,-0.80018948,2.0736938,0.82955421,0.68552782,2.3381791
-0.341024,0.28791512,-0.0079369082,0.171445,3.0049575,1.1738946,0.7258787,3.0722239
0.084607653,0.77440859,0.059530724,-0.077179636,3.6366299,0.80467616,0.63342535,3.7875479
0.50848085,0.61291846,3.6063036e-5,-0.16112367,4.2317857,0.87435653,0.70445702,3.6923035
-0.53454301,0.082203241,-0.039587003,-0.96533218,2.6367634,1.7025377,0.56575288,3.2382008
-0.80406912,0.12322565,-0.056974672,-0.76956398,3.3469721,1.3739346,0.5857191,2.972634
1.1954719,-0.20349455,0.40184751,0.14998591,2.2669142,0.95474924,0.79032,2.0859417
1.2317395,0.0074455592,0.3673262,-1.6976965,4.3007398,2.466057,0.88742833,5.7420529
-0.012608046,-0.11139275,0.14449713,-1.0332186,2.3200846,1.6510146,0.6863958,3.030016
1.5912755,-0.039719096,0.24362428,-0.002780334,3.6112377,1.1240445,0.62106813,2.225594
0.57640991,0.045600286,0.30036536,-0.98670392,2.1948743,1.2482234,0.7382198,2.8201156
1.2713391,-0.12402829,0.20761215,-0.72135412,2.6210653,0.96576178,0.67689696,3.105355
0.55605526,-0.11880764,0.13262572,0.97986166,5.1263158,0.89111354,0.51515966,2.4739503
1.0223919,-0.087884472,0.098830865,-0.6326008,2.694835,0.66295688,0.73125767,3.7233585
-0.71175442,0.11745552,0.022980876,0.49452958,3.2450963,0.78396557,0.7226648,4.6539926
-0.16370449,0.36041434,-0.11021387,0.7493285,2.6158542,0.7191391,0.65695527,1.8228626000000001
0.15768552,0.35495949,-0.098936239,-0.42496073,4.4000352,0.70597701,0.67396013,2.4417734
-0.2551035,0.21122802,-0.055399481,-0.61791963,4.2895531,0.58154479,0.75496503,2.3428185
-1.2074688,0.16436192,0.036193048,0.12679294,3.1815203,0.74564569,0.63620452,3.5482804
-0.86978995,0.3251523,0.094850088,0.35244598,2.4915993,1.2868056,0.80452686,2.4201339
-2.022793,0.12103355,0.055990273,-0.013796566,3.387851,0.74652925,0.72722349,5.1957151
-1.493689,-0.026664436,0.10046675,-0.12229342,4.3582427,0.64027986,0.58966797,4.631226
1.3986754,-0.094481318,0.13361994,0.41507427,1.8727527,1.0545558,0.50742371,2.9404698
0.29905627,0.37554211,0.027304641,0.080657114,1.9212496,0.73815024,0.67258477,3.1518995
1.6390715,0.71564193,0.11166833,0.54341228,4.9534972,1.159928,0.7252609,2.4463884
0.1122433,0.77812327,0.1210099,0.80843032,3.3929008,0.93254042,0.43255926,3.3348033
-0.38417586,-0.15785533,0.19794045,0.75591557,3.3997908,0.87672761,0.52288683,2.7255663
-0.65108335,0.093357314,0.30960342,0.77822373,4.6956806,0.80935997,0.64440214,1.7423971
0.79083269,0.10870697,0.21960282,-1.1767477,3.2902128,0.92000263,0.62169353,2.9344635
1.6120213,0.038923122,0.13583209,-0.77482621,2.8875728,0.70251685,0.50010963,1.9788774
1.5162576,-0.3232949,0.024316866,-0.58554096,3.4915768,1.1542776,0.58891315,3.0846981
2.3616029,-0.29291839,-0.0087938064,-1.0414979,3.8367443,0.95728753,0.56560943,3.2405991
2.1252483,-0.066547446,-0.095470694,-1.0472224,4.0804554,0.54688182,0.5889733,3.0993314
1.2168338,-0.069951919,0.0026307449,-0.46653093,2.6442633,0.85485127,0.57231711,3.5106983
1.5019581,-0.03678935,0.055290543,-1.5841952,2.6831488,1.1091166,0.72108168,5.2903262
0.18452885,0.007614332,0.062897167,0.17816767,3.5858120000000002,0.99340689,0.68119132,2.0122604
-0.1918722,0.3141776,0.018605133,0.6068957,2.5413213,0.8017176,0.58999319,3.2704359
-0.10299232,0.33259689,0.020126437,0.91241028,2.7990924,0.82099754,0.55966236,2.7023298
0.51193854,0.02525459,-0.041020395,0.59212885,2.6930534,0.90378105,0.68254279,4.5386803
-0.16591061,-0.0010392018,0.0047971737,1.0730955,4.4764463,0.46109655,0.6430881,2.4445188
1.1751473,0.23051558,0.23710534,1.187332,3.4617478,0.50297063,0.44340958,3.4693504
1.2107964,0.0047693607,0.17017773,0.6501161,4.0185614,0.71573022,0.53410913,3.4226069
-0.61737364,0.5304486,0.079974444,-0.38363225,3.1576175,0.69388359,0.63847693,2.7684897
-1.1327721,0.12515762,-0.11374055,-0.7665101,2.4595484,0.66038667,0.67557117,2.6951919
-1.8278805,0.29511141,-0.1446297,-0.31481271,2.2277409,0.78044005,0.5812514,2.3397601
-1.5110489,0.13647067,-0.049372852,-0.59227937,3.3963955,0.95398239,0.47049098,3.1160088
-0.96156549,0.59967788,-0.14571204,-0.073880132,2.5448654,0.62659702,0.53588672,2.6763112
-1.8013732,0.57580042,-0.15899503,-0.61080768,2.9599015,0.52351452,0.69912198,3.6416109
-1.3627607,0.44779667,-0.14588385,-0.3697444,3.1260964,0.60885625,0.73750285,4.020547
-2.0290422,0.33316275,0.068588708,1.0807077,1.8833141,0.66394065,0.57781222,2.8368195
0.096573888,0.19613442,0.095143908,1.258433,3.1248881,0.55051747,0.68747844,4.3059781
-1.5554015,0.31933687,0.14645517,0.7750288,2.1468410000000002,0.79152181,0.60941905,2.1029529
-0.039198126,0.13689393,0.16648405,0.84075602,3.4137674,0.63342994,0.55001223,2.8534658
0.90591544,-0.2926894,0.20004182,0.49597819,2.3360493,0.76828452,0.78931869,2.7130624
-1.3532555,0.25642281,0.084308177,-0.061194436,5.2873762,0.76396459,0.88146004,2.5373093
-0.34278778,0.14402736,0.11399349,-0.99289053,4.3153685,0.73811845,0.67911965,3.708545
0.32451467,-0.35053059,0.18793758,-0.27584591,3.3436314,0.83213472,0.71747793,3.2902609
-0.79201418,-0.12140054,0.32954622,-0.26979725,4.8730692,1.0761977,0.76725451,3.415124
-0.6060603,0.18698911,0.24872128,-1.1850769,2.0335229,0.75941322,0.69994089,3.8859401
-0.32340786,0.42326104,0.22554096,-0.96786615,2.5535012,1.1872749,0.69440424,3.1812704
-0.55229952,0.32636211,0.22462802,-0.85751926,2.8853197,1.16199,0.70033622,3.1243669
0.92180829,0.22271252,0.21277428,-1.0038031,2.3886361,0.89820405,0.63368738,2.6668303
-0.042755389,0.31668634,0.042398899,-1.2110838,2.4354841,1.3878717,0.64734768,3.2824407
1.0030504,-0.45475862,0.12802468,-1.8224858,2.1431787,1.7846247,0.44962835,3.8887074
1.6207991,-0.35009716,0.059771422,-1.7495649,2.1943753,1.5771208,0.5210163,4.3553081
1.6603363,-0.31339875,0.038839536,-1.7894314,2.1384679,1.6777179,0.54988622,4.1698352
0.75043686,-0.77911287,-0.0497556,0.22841844,2.4001194,1.4355716,0.73809712,3.6050321
1.0374855,-0.78348478,0.080750661,0.26997586,2.5464981,1.1720191,0.69087754,2.0904038
4.4498385,-0.90609397,0.11261201,0.17550201000000001,3.3898888,0.88824976,0.53294912,2.4873245
2.9294069,-1.432512,0.14060109,1.3791907,2.2182723,1.4765916,0.50809375,2.0343276
2.8396934,-0.65318027,0.030467005,0.052536104,2.4240675,0.95534808,0.57390383,2.848799
-0.88962618,0.1862102,0.10373264,0.9004005,1.9929012,1.2587498,0.44997885,4.1044023
2.5506011,-0.17547813,-0.062137591,1.5848694,4.0365735,0.7758652,0.68773938,2.691131
0.3667964,0.066558724,-0.011401201,0.87584831,3.7516501,0.930298,0.48873933,3.7845509
-0.62855437,0.044267278,-0.14438079,1.6505663,2.7339017,1.3243244,0.54686238,3.83358
1.5634086,-0.148994,-0.095115377,0.46247887,2.125517,0.82962198,0.54327756,4.6158141
1.2505797,-0.60711225,0.043929908,2.2031496,2.2187134,1.6024777,0.59842076,3.6904144
1.3906518,-0.57113047,0.11226898,1.393902,2.9477287,1.712459,0.58590721,2.2453291
1.5878791,0.0098495731,-0.0098380863,0.83657743,1.5726321,1.1850028,0.60251167,2.888151
1.6778068,-0.50550304,0.11576343,1.2532688,3.3712191,0.86441197,0.60783826,2.0677115
3.6732609,-0.6409819,0.053454507,1.4269331,4.0744451,0.93269177,0.56314926,2.6060001
1.0504237,-0.30793486,-0.044440309,0.68325313,3.2390355,1.3294847,0.72099328,3.8628412
0.36239965,0.1826348,0.053618961,0.70576389,2.2445481,1.3565641,0.4507113,2.3705206
1.2650298,-0.34034617,0.10677837,0.19803037,2.6285865,1.6174731,0.52371984,2.4326011
1.3673933,-0.15554698,0.086093777,0.86552659,2.1994337,0.69621798,0.6329923,2.8514459
0.89960131,-0.3871347,0.027884865000000002,1.0047644,2.732139,1.1849443,0.40609565,2.7955909
-1.9383535,-0.012224896,0.13116228,0.083150801,2.8353908,1.0899333,0.38495253,2.5604796
-1.8409134,0.12583745,0.074295458,0.20984669,2.6611654,0.60534588,0.45429164,2.5306793
-1.5098307,0.11117761,0.20353266,0.27099311,3.0425949,0.59225051,0.40600813,2.7285921
-0.67896235,-0.53929215,0.054988415,0.35242013,2.4844862,1.3954722,0.46645004,3.330638
1.9456371,-0.94584974,0.054982777,0.74740212,3.7831487,1.1509833,0.51952175,2.6248474
2.4112424,0.16086596,-0.14099635,-0.3362609,2.7041596,1.2209859,0.66317457,2.8522372
1.5997317,-0.38137024,-0.41151954,-0.71630173,2.1232928,0.88588341,0.79732602,3.2616394
-0.60990728,-0.046405234,-0.24502234,0.21705396,3.6814524,0.66860361,0.49175593,5.7492829
-0.87509693,-0.011419426,-0.28251432,-0.48499622,2.6978026,0.80832479,0.57989174,3.7446592
-0.27802508,0.036145525,-0.027021798,0.64883288,4.0686059,0.74378777,0.54078464,3.7995244
-0.73213768,0.08592603,0.034742664,0.063005303,3.164485,0.54669188,0.56019874,3.0261434
-0.4692163,-0.7467195,0.1350682,0.65473586,1.6463469,1.4723779,0.74249138,2.9410259
0.72634297,-1.0187337,0.11342486,-0.334652,3.0564118,1.7119732,0.68488828,3.2217279
1.2257314,-0.22495781,0.069167136,-1.987821,1.3775617,0.60493325,0.53388927,4.7739915
2.424069,-0.89091692,0.1331483,-0.3409901,2.423036,1.6303696,0.46028441,4.5753048
1.1061431,-0.34068428,0.12541604,0.971263,1.74025,0.94918849,0.44338405,2.6061717
1.4173723,0.078718409,0.0021939596,1.4455241,1.8706155,1.1105089,0.56245456,3.2335611
-0.33774836,-1.1154342,0.04110679,1.1038274,1.9725171,1.2995219,0.68060582,3.2336475
0.79194841,-0.89262802,0.40704156,0.38629824,1.2978609,0.85728591,0.8478718,4.0764686
-0.40040002,0.036719408,0.214644,-0.34232013,6.7010002,0.63428676,0.70548477,2.9654999
0.30429148,0.044848217,0.0027554723,1.1915336,1.9004568,0.74019051,0.65283152,3.7822578
-0.98122382,0.24051934,0.2392908,0.17890195,2.528776,0.90461914,0.51847852,3.8722492
-0.50947469,-0.14614632,0.0022463699,0.9050135,2.2130383,0.82527299,0.59674057,2.5963575
-0.67347373,-0.051539243,0.011112102,0.62574942,2.1809225,0.95787238,0.68220239,2.9171594
-0.90591334,-0.053622511,0.18772353,-0.63246988,1.7350652,1.0686124,0.69816835,3.6653185
3.7663817,-0.011414995,0.11563327,0.026644318,5.1053873,0.63564005,0.56133825,2.9562484
-0.25030728,-0.042369346,0.028713028,0.62525559,2.5210047,0.78935148,0.6686941,3.8836776
-0.35236254,-0.26954009,-0.022846864,0.53911922,2.1352531,0.82276029,0.67338133,4.0496231
-0.61610697,-0.34926822,-0.049035072,0.070712751,2.7432883,0.90987924,0.67746482,4.6113271
1.5091799,0.21632288,-0.0035434999,-0.86107751,6.5934575,1.1367609,0.70932184,3.5180385
0.15739904,0.097968193,-0.13512878,1.1898065,1.4779763,1.9875793,0.5716943,5.0546187
1.2223381,-0.02430167,0.056188176,1.682744,2.0900789,1.0006639,0.54072435,3.9628877
1.1825701,0.31449128,-0.10897151,2.5018762,2.2700112,2.1155244,0.51491485,4.1730015
0.27893485,1.0011128,-0.07898144,1.9816474,1.641689,1.5504921,0.51922524,3.5682507
-0.54628951,-0.2734463,-0.36934301,0.95578345,3.5739889,1.6241925,1.0687657,2.9638042000000002
-0.49633436,-0.51793521,-0.15316722,1.228164,3.4609782,1.4471585,0.9886605,3.0476096
0.32077047,-0.56909001,-0.49054699,-0.82725529,3.1168033,1.9494355,1.2025859,3.7269002
1.1512236,0.10437904,-0.52323631,-2.997375,2.9133351,1.5732357,1.2629074,4.6837901
2.0585856,0.17352986,-0.3096264,-2.7332988,3.1797009,1.1358524,0.80914675,5.7743867
1.5026762,0.23101379,-0.049771174,-0.080450666,5.6051667,0.82675743,0.70164467,2.278144
0.69543887,-0.20188055,-0.095681833,-0.74953165,2.7026255,1.5135317,0.82264524000000006,2.7516485
1.4019618,-0.41634345,-0.16106357,-0.57002463,2.6352165,1.4287633,0.81491946,2.9596071
0.36780899,-0.12317488,-0.12302254,-0.13936177,2.3845234,0.93754647,0.80343807,2.5037444
-0.35351872,0.037164642,-0.18261529,-0.049784222,3.3155676,1.0625055,0.8173693,2.7930302
0.86308471,-0.15447992,-0.15002471,-1.2538352,2.609814,0.92142198,0.61611926,2.9722899
0.90177873,-0.13219837,-0.15267636,-0.26419449,2.6991819,0.83160794,0.61799716,2.0473968
-0.077776017,0.21733163,-0.059783928,-0.65394483,4.5336689,1.124186,0.66750407,2.6404577
-0.18320245,0.22261965,-0.022135527,0.87030901,1.5920783,1.1611306,0.57897037,3.0054429
0.12430407,0.50885762,0.034831989,0.82965526,1.4123375,1.1953354,0.50994593,2.3219226
0.21532253,0.22429926,0.06503133,0.55038146,4.3729299,0.85950654,0.47576257,3.9303125
-0.36516713,0.10626072,0.090401687,1.2669391,3.2824545,0.90854631,0.41247165,3.177302
-1.2374341,0.36074193,-0.025721848,1.4463117,2.0896133,0.89220572,0.46445524,3.2035375
0.5765506,0.065320093,0.067250142,1.6641064,2.8482871,0.91195276,0.4334296,2.6861061
0.76418761,-0.099038594,0.02669463,1.4620822,2.4990525,1.1340969,0.70636005,3.2471548
-3.2449785,0.26419086,-0.011915511,0.89485068,6.5108076,0.97419539,0.56066155,3.5944675
-0.097909249,0.13044703,-0.070147372,0.32588131,3.4476996,0.71863112,0.72956231,3.1388273
0.48235503,-0.13506921,-0.049243274,0.14724636,3.4829081,0.82395923,0.57689325,3.3425455
-0.1762418,-0.058641679,-0.023620888,0.31508695,3.5893692,0.98937044,0.63789775,2.0651642
0.41425285,-0.026482426,0.10809301,-0.21650961,1.7242249,1.00588,0.63517261,4.2604511
1.3871574,-0.41131209,0.11880352,-0.14824987,3.3757841,1.3948588,0.56118952,2.8538288
1.8808916,-0.27591266,0.027966481,-0.081561951,2.8972652,1.3070396,0.55811801,3.0467964
0.45102603,-0.72744815,0.03383536,-1.453464,3.449891,1.5316304,0.63028297,5.057536
1.158727,-1.7655295,0.034091894,-1.5250368,2.3503087,2.2965935,0.66220342,4.1100972
3.3124864,-0.34327076,0.078514078,-0.74496872,3.1633336,1.4599858,0.38918533,2.996773
1.3473019,-0.70094967,-0.012012106,0.40958874,2.4789262,2.1253939,0.46076226,2.0256643
1.4336405,-0.68951432,-0.020188819,0.32797298,2.4429054,2.1100539,0.45719854,1.8408253
3.1249325,-0.5063668,-0.12433135,0.75013277,4.0145098,1.4817721,0.7829257,3.0959929
1.2635571,-0.15617489,-0.10036641,-0.54424226,3.0387697,0.86839697,0.47720227,3.6877065
1.4783353,-0.20498841,-0.083222221,-1.0433122,3.299992,2.0558548,0.72246348,3.7188648
0.96321758,0.21083338,0.28367163,-1.444459,5.1485729,0.95833329,0.68894589,3.9460341
0.65765138,0.22519013,0.16057047,0.16008421,4.0611199,1.1178451,0.51912552,2.7120475
2.2319744,0.46136679,0.21357868,0.2238819,6.9223621,1.5361384,0.545653,2.7905965
0.49827624,0.28372168,0.26310579,-0.20484287,3.6947823,1.1576323,0.57462335,3.553601
0.072932552,-0.45510375,-0.0038193287,0.88978839,3.0611648,1.4214924,0.61881408,2.2963378
1.3407484,-0.69193535,0.10749785,0.92299723,2.5831454,1.1833561,0.40759923,1.9207757
1.3294212,-0.39260642,-0.13674019,0.77284322,1.8807102,1.2125217,0.66383784,3.1639263
-0.0017237058,-0.14223357,-0.025674913,2.0283618,1.8559238,0.98917439,0.50857483,3.2458634
1.6695923,0.32505895,-0.11485123,-0.53852821,2.4565836,1.5717459,0.57357839,3.5165121
0.99627587,0.046902953,-0.14623838,0.29357013,2.1801177,1.2292778,0.54037769,2.8714082
-0.17192944,0.23849766,-0.17376958,-3.5118345,2.0369586,1.0921837,0.50828146,5.4993064
-0.4109325,0.23569198,-0.1117414,-1.5787033,3.1938715,0.88488875,0.56136481,3.0374201
0.5690626,-0.23667141,-0.10322934,-0.2356449,2.4444998,0.8117086,0.59852335,3.711314
2.3302358,-0.4901213,0.075870957,1.0676463,2.5963764,1.1875606,0.67214288,2.5858592
3.0039639,-0.53699278,0.11740893,-0.012926707,4.0793025,1.1287615,0.59014685,2.4005838
1.2216303,-0.78431703,0.12941945,0.60966088,4.3006939,1.239126,0.59101792,2.3953151
1.2515002,-0.045252069,0.22932502,0.64125667,2.4155511,0.82540272,0.59402798,3.5875534
1.0135516,-0.26623335,0.046144358,1.4738302,3.5846369,1.3218686,0.6684579,2.5649177
0.26837257,-0.16886144,-0.081861539,1.4423031,1.9453458,0.77995321,0.43566391,2.4796429
0.51790083,0.29221734,-0.14530092,1.0096191,3.9800318,0.94918879,0.51229132,1.6988641
0.43138917,-0.26050046,0.11883695,0.35115031,1.6286229,1.2827806,0.64395982,2.4358865
0.57149346,-0.34944992,0.059505076,0.016054776,1.6180015,1.0811174,0.59620769,3.1051924
1.091084,-1.4035373,0.088343087,-0.4065178,3.426865,2.730142,0.56040160000000006,2.5361358
-0.45896997,-0.44409414,-0.035604569,0.62652696,1.0503411,1.1706701,0.55546285,1.9869721
1.0815221,-0.58423844,0.03635918,-0.11531821,2.7302489,1.0056281,0.44583775,1.9677008
0.93688046,-0.23399909,-0.02110368,0.22531501,3.8617413,0.82395882,0.44438381,2.411454
0.76823021,-1.0290085,-0.12680755,-0.88528214,2.1173606,2.1947823,0.74122398,4.8459172
-0.76090439,-0.030342968,-0.01952208,0.43560753,3.2815992,0.93252611,0.52040225,3.1529991
-0.13432286,-0.33867175,-0.12404588,-0.11095515,3.2823952,1.4877522,0.49513502,3.4849117
-0.82546993,0.34894803,-0.023809319,-0.28680552,2.3047003,0.71645902,0.50240929,3.7750672
1.1845456,0.15151982,-0.090606276,0.51308641,3.1789464,0.94057696,0.5703792,2.9225168
1.6333824,0.029991892,-0.14635994,0.73396399,3.0454436,0.79407628,0.54506801,2.8591288
0.026964919,0.14442648,0.040542528,0.87025558,3.3455517,1.3667357,0.48841587,3.6921816
-0.48776684,0.12181332,0.043750967,0.71557393,2.4160132,0.90679325,0.65468158,3.1087633
-0.96924404,0.2295875,0.031889225,0.31134237,2.1881074,1.2188298,0.66718205,3.0187635
-2.1466092,-0.17883367,0.037125805,-0.89003749,4.4154734,1.4056863,0.72100493,4.7076256
-0.76823132,0.16679655,0.077818213,-0.94905572,3.5641167,1.0981668,0.68491738,3.3396114
0.31615128,0.61423682,0.092581874,-1.3005626,2.4026533,1.4820651,0.52575884,4.3021889
-0.37872979,-0.19493323,-0.020133526,-0.63984274,1.8994544,1.3046475,0.74884486,1.9551884
-0.66907934,-0.42093232,-0.10717975,-0.17393369,2.1268234,1.3241817,0.76891445,1.7731433
-0.086861436,-0.35408752,-0.21400249,-1.8220402,2.7569218,1.4726026,0.57149978,4.6292523
0.26130524,-0.52595757,-0.14072795,-1.2736784,2.1569612,1.3060359,0.49882268,3.4166029
-0.59107398,-0.097362381,-0.11334769,-0.61635771,3.2354881,1.2242593,0.89180149,3.8215801
2.0281194,-0.29970623,0.052560813,-0.74295115,2.5627955,0.81952541,0.52150583,2.3018706
1.4309378,-0.34241444,0.0041755887,-1.2460802,3.6584164,1.1041602,0.5066816,2.8911704
0.55017246,0.10660477,0.15355742,0.33733598,3.8341005,1.1732914,0.60850286,2.3035801
0.32055821,0.23712198,0.11625348,0.5655377,3.2710121,1.0983624,0.45248,2.3209392
1.384825,-0.1295812,0.15849817,-0.43266869,2.744778,1.3334607,0.6097999,2.1152677
0.19913868,-0.24734555,0.13355394,-0.35729147,1.5978874,1.2873577,0.55816172,2.6524888
0.38704012,-0.23085185,-0.045857602,-1.0474946,3.2420855,0.8127002,0.77125389,2.3800496
0.62936313,0.077044267,-0.10000048,0.47963179,2.8677084,0.56527406,0.87604193,3.1779272
0.41973794,0.0748433,0.066759462,0.05829324,3.7122465,1.0790875,0.52614142,2.6793479
1.1783276,0.0094544298,-0.1163459,0.70505317,3.4022939,0.71669941,0.58904139,2.3678701
-0.4917078,0.28768349,-0.054401951,0.072108025,3.8702269,0.31389602,0.51846542,2.0609732
-1.2364112,0.19819218,-0.084097247,-0.41948959,3.7431957,0.78564464,0.45772234,2.1706988
0.12525456,-0.19298405,-0.020491082,0.19057444,2.5063611,0.74784301,0.59613527,2.2687076
0.03513419,0.10874956,0.0079677934,-0.68083614,2.1819956,0.58228199,0.56359967,2.4622605
-0.96562496,-0.059097114,0.072130863,-1.357493,2.9610105,0.69267516,0.46324396,3.7628151
-1.2751479,-0.31502657,0.18823301,-1.3806197,1.9794686,1.7476297,0.73311083,2.7272838
0.3333557,-0.11374669,0.19529994,-1.3936902,2.7269646,1.0380536,0.45144038,3.6054952
0.5952249,0.28733257,0.011771106,-1.3427906,2.4592416,0.86074293,0.64613109,2.6618911
0.013499726,0.046003143,0.17812005,-0.61387231,4.9071607,0.68942553,0.72843251,5.1246011
0.051792339,0.37290807,0.19620505,-2.3547023,2.522277,0.54824323,0.76984993,3.1775633
1.9088547,-0.44378697,0.27798548,-0.19599311,4.0032104,0.72251978,0.56819542,2.4998506
0.73570758,0.31230842,0.10691958,0.1910051,1.9948048,0.84738915,0.50498904,4.347616
4.143936,-0.88161947,0.099558531,-1.1092252,5.4705296,1.1621108,0.67112133,3.51249
0.86678244,-0.15638603,0.11399048,1.1465923,2.5927877,0.79422717,0.60737369,1.8035676
0.04845331,-0.13055343,0.152869,0.68490227,2.9167214,0.95797343,0.70403494,1.8955237
0.25145274,0.10046184,0.037696504,-0.48069348,3.3448938,0.86987019,0.64611099,3.4350891
-0.2965227,0.45627971,0.11682883,-0.33045575,3.2229589,1.0055028,0.5819593,2.8421944
-0.42346227,0.23428402,0.0089155845,-0.90835389,5.4583588,1.1186659,0.62347051,4.0714468
-1.2832657,0.12400713,0.044767967,-1.2913797,4.733953,1.0229153,0.49234107,4.3371854
-0.91521375,0.6929501,0.055204142,-1.011499,2.6331188,0.75730821,0.71706709,3.0699294
-0.39753186,0.18971744,0.0061270722,-0.19986208,4.3821479,1.2503468,0.77953367,2.8306265
0.6126573,0.36694809,-0.10242629,1.0390514,3.1159085,0.82246778,0.57407002,3.9126888
0.54175213,0.24477891,-0.097444076,-0.3868301,3.7711797,0.79377462,0.54701895,3.9996357
0.2403877,0.15645532,-0.050078456,-0.11850827,3.2358644,0.86148479,0.50368389,3.6673786
-0.6023797,0.55320906,-0.075144328,0.14548465,3.1098247,0.9574464,0.58110473,2.8121196
0.6118382,-0.84703239,-0.13728536,-0.30641651,1.9870175,2.1437941,0.58845558,4.0424635
0.85153995,0.081735344,0.022431806,0.41710392,3.5763244,0.89174422,0.65217288,3.1096385
0.84342807,0.16873046,0.08558194,0.85328189,2.2620568,0.61607618,0.586406,2.5227211
1.394837,0.30528756,0.034737068,0.82793562,4.5168316,0.57898759,0.59515634,2.8466856
-1.6229407,-0.26545576,-0.055276563,-0.36181894,2.7759546,0.54305651,0.90961423,3.7285762
-0.42327218,-0.16898082,-0.27436109,2.2548089,3.7643875,0.84024522,0.63869006,3.698835
-0.59746527,-0.29398595,-0.31621195,1.715788,3.3587964,0.9949466,0.77687502,2.7799346
0.46140367,0.26111352,0.010657573,-0.16734893,2.853681,0.41975322,0.52047244,3.6616854
-0.38510515,0.12171896,0.056158175,-1.3883244,3.427366,1.1180105,0.9766496,3.1855456
-0.37321226,-0.0062694102,0.13991636,0.024175332,2.0952194,1.177281,0.8050141,2.5500874
-0.57049669,-0.096185101,0.11793213,-0.38114477,2.1663513,1.0999383,0.9010539,2.3018084
-0.26121153,-0.15166537,0.15384587,-0.61840335,2.2893705,1.1648966,0.65054198,3.5674191
-0.11394189,0.25765488,0.16594297,0.23080188,2.3170016,0.60128096,0.61569751,2.9234264
0.47036594,0.22483349,0.19422641,-0.33454158,3.0966558,0.65976666,0.55502478,2.524438
-0.51452996,-0.28449051,0.22430346,0.26748974,4.4785826,0.91997211,0.54879882,3.118429
-0.58767026,0.49572833,0.1990488,0.13588023,3.0997126,1.0294286,0.57859346,1.9493311
-0.25471018,0.39524427,0.072227346,0.44356838,3.7989113,1.1164317,0.56980547,2.8727607
-1.0953049,0.14942553,0.037504041,0.3340598,3.4857352,0.91418669,0.69073262,2.4517755
0.03345196,-0.59151532,0.0036425008,1.0742307,1.7294527,1.5969695,0.49814331,2.7027908
0.15161521,-0.61623929,0.036823582,-1.6160121,2.316523,1.3962557,0.60176233,4.1743327
-0.10620364,-0.55911616,0.013223602,-0.50439633,1.6014052,1.6868874,0.95122647,3.2253222
1.7379949,-0.55943516,-0.19746169,-0.16684482,3.28174,1.1184272,1.1218276,4.6171507
-0.26916425,0.36451094,-0.028939973,0.52475329,3.6215869,1.5313273,0.71675917,3.3695667
-0.91295628,0.4476735,-0.16167154,1.4784023,3.6065402,1.1228066,0.62179194,4.128443
-1.2305645,0.22085906,-0.1504745,1.5743968,3.4190753,1.1074167,0.68471062,4.2357839
-1.3711318,0.35186869,0.055478722,1.0018347,2.8254575,1.2070911,0.75253217,3.2476343
2.5157332,-0.3492231,0.16680194,-1.4919136,3.4411744,1.2247141,0.41925356,3.7487761
3.3887731,-0.49982289,0.20256794,-0.34377034,4.4727771,1.1471582,0.43341457,2.8271713
1.7849474,-0.71837788,0.12350502,-1.0842587,3.5716204,0.9405724,0.40301176,3.4560856
1.1076711,-0.43632412,0.14802665,-0.81075016,1.6738316,0.91940838,0.47555712,4.2628672
0.6278067,-0.36373586,0.094809654,-0.1542583,2.7668198,1.0311529,0.51152006,3.7630177
