mu_alpha,mu_beta,mu_kappa,mu_decay,sigma_alpha,sigma_beta,sigma_kappa,sigma_decay
1.0243078,-0.41600973,0.1036666,1.4359702,2.8486648,1.04445,0.63850888,5.1970163
0.94642214,-0.17679917,0.38535554,3.3417927,2.9339425,1.0054707,0.63876128,4.3793027
1.9300759,-0.55359992,0.36359588,-0.12281554,2.3553794,1.0628533,0.54930779,4.2372548
1.1956648,-0.33775629,0.15237633,0.046363224,2.1023583,1.4037301,0.54356151,1.7408029
1.7095616,-1.0356057,0.20800323,0.48537309,3.0924636,1.6178594,0.53210886,2.8180992
0.60710603,-0.76072902,0.10227209,0.92687026,2.2313444,1.6253467,0.4630081,1.9559265
1.960315,-0.35558988,0.19047058,3.1946617,2.0448903,1.0857845,0.50659391,4.9624989
2.0759675,-0.88978022,-0.02126719,-0.32965364,1.9657933,1.2010357,0.77973015,2.5231683
-0.58937539,0.51542509,0.21914308,-1.1281231,1.9164782,1.0166661,0.55390059,3.6574154
1.7185606,-0.23410273,0.23596146,-1.4940891,3.6507678,0.94315783,0.53258472,3.0665007
0.059770504,0.10809867,0.23369514,-2.667601,2.0568193,0.83727846,0.44403728,5.6727305
2.1234312,-0.61050332,0.2073118,0.84052508,3.254869,1.3319829,0.65782916,2.7969839
4.1952022,-0.35938413,0.19297747,0.76982136,5.0843326,0.66650988,0.49597343,2.6095772
3.4871556,-0.10947415,0.37204271,-0.74297996,3.1215024,0.68487129,0.62424071,3.5267618
1.9614586,-0.11209,0.39440538,0.57052369,3.8622743,1.1493007,0.46880734,3.5281395
0.91129664,-0.74595133,0.26336523,-0.20171408,2.0535856,1.3095187,0.45136904,3.0231306
1.9598079,-0.72837591,0.34932242,-0.39543061,2.1071553,1.1506365,0.59001087,1.9079716
1.8543704,-0.79913276,0.087567352,-1.0406468,1.7483326,1.4894232,0.41882273,3.081091
2.161767,-1.0845778,-0.035372077,0.20370392,2.5394423,1.5071869,0.634187,1.948973
1.8690096,-0.8285565,0.063269263,-0.23429089,1.4604899,1.2287029,0.47473235,2.1124783
0.96999593,-0.6052965,0.22607809,-0.52232005,1.8314722,1.0475384,0.46001623,2.8581295
-0.047734549,0.29409086,-0.14451617,0.70891203,1.4836983,0.38649735,0.59740985,2.7410387
-0.58156979,-0.18688079,-0.083940377,1.9421297,4.5174847,0.61404774,0.57162472,4.7918668
1.5044451,-0.19906397,0.013814673,-0.26192024,2.0941722,0.49625585,0.646954,3.9451065
0.84219982,0.1474683,-0.1276289,-0.26289774,2.0825773,0.53437323,0.83686596,4.4965014
-0.38747841,-0.67847782,-0.045870084,-0.20507553,3.7364904,0.96838451,0.50531438,2.2445805
0.74502383,-0.31865632,-0.0405904,1.6791895,2.6189883,1.0774975,0.75949096,4.1610441
1.9335766,-0.17843833,-0.016608475,2.4403024,3.403886,0.69177805,0.64888248,3.7015828
2.4229874,-0.11555937,-0.0052060643,2.1615474,3.6566705,0.77471739,0.65705812,2.5560579
1.1397333,0.004005663,-0.057061211,1.7760835,5.9452933,0.63286306,0.63060148,2.6268077
0.80748975,-0.47293014,0.047132449,0.17371563,1.2230611,0.98408202,0.64236369,2.7419055
0.5011127,-0.45894056,0.013804754,0.018288007,0.97708575,1.0076352,0.65323243,2.6553303
1.8023134,-0.78414337,0.11687555,0.68762681,0.85335279,1.3930357,0.73230982,2.457348
1.6775631,-0.38789809,0.12396017,-0.052301132,1.4762907,1.166685,0.85474726,4.0467783
1.0427552,-0.25374496,0.23368671,-0.54972851,2.0141892,1.3652859,0.70695427,3.9082401
0.96969107,-0.28411507,0.27014816,-0.66582369,2.4346571,1.1054044,0.8308741,3.7431801
0.65505818,-0.55017821,-0.098368919,0.11962338,2.5790958,0.79708591,0.52227269,3.1905602
0.8697981,-0.38003287,0.15244325,1.0241816,1.5171372,0.88917212,0.47581167,2.8737326
1.5229935000000001,-0.50603451,0.09767993,-1.1419416,2.384357,0.91381559,0.41238141,4.4475208
0.59634842,0.063823482,0.15741901,-0.68434359,2.3650166,1.6318024,0.51834985,3.2674368
1.2269798,-0.48341735,-0.10253998,-0.43908215,3.984448,0.91820096,0.54514009,3.1798876
2.5778796,-0.38931238,0.027211037,1.0915366,3.1805282,0.70883684,0.56978541,3.1272911
-0.23270423,0.022738423,0.063176753,-0.55908761,2.4207228,0.87335568,0.51951826,3.9707987
1.1452174,-1.0001803,0.051454259,-0.39360882,3.3381707,1.6043997,0.53526851,2.7201652
0.53066901,-0.63600489,-0.018316644,0.92497135,4.466632,1.0565551,0.50725044,1.7719884
0.66387144,-0.49047905,-0.057133363,-0.31576153,2.3833608,1.4102497,0.5597459,3.28479
-0.7357209,0.057842939,-0.1635546,0.48387686,4.5409557,0.59372273,0.64399653,3.5683936
-1.123511,0.017189738,-0.1703682,0.13309141,2.900605,1.0278951,0.52777792,3.8825763
0.054701495,0.051273536,-0.19094254,-1.0437026,3.886957,1.1627109,0.44484639,3.5597013
0.66212351,-0.48152057,-0.064450654,0.69828037,2.5930423,0.89009605,0.48390791,2.2506176
-0.44143001,0.18067529,-0.03875803,2.2126697,2.6766132,1.6575222,0.45584598,3.1092398
0.9010047,-0.046950211,-0.038408352,1.1265084,1.8169101,1.1571251,0.51300425,3.6227096
-0.53950376,-0.25451004,-0.2286801,0.066074513,1.7905197,0.87290686,0.75488881,2.1706437
0.19706103,-0.66769326,-0.14468619,-0.15504188,2.1285252,0.75397448,0.77858494,2.3700648
-0.70052312,0.30952946,-0.12561689,-1.5764796,2.3896449,0.69066513,0.69954047,3.5902156
0.097123598,-0.45241262,-0.22285983,0.086789349,2.5935925,0.93368789,0.53020136,2.2873425
0.65749125,-0.41131122,-0.29932186,-0.11689714,3.9361686,0.86729777,0.52990638,1.9328474
0.21543008,0.17148988,-0.28555286,-1.1944548,2.7765193,0.92301431,0.50179901,2.2715705
-0.81158423,-8.3860414e-4,-0.079149992,0.29355315,2.8370337,0.89628176,0.51753101,3.0040846
-2.6206452,0.75312368,0.19052918,-0.2346811,6.1757072,1.5219214,0.54043125,2.267395
-0.18512812,-0.20265342,0.061082862,-0.57876616,2.0688906,0.94655703,0.70568566,3.0287723
1.7192122,-0.062271968,-0.014669781,-1.0658403,2.4978962,1.344769,0.53056213,3.2562702
0.88599995,-0.10977992,-0.03967442,-1.1792459,1.9073341,0.87248393,0.53731792,3.2227212
0.69737134,0.034910668,-0.11763529,-0.84202031,1.7976061,1.0332656,0.58947948,3.2201892
1.4642489,-0.16646254,0.052017587,0.24171118,5.3457588,0.71931101,0.62389635,2.2329948
1.5399299,-0.24883878,-0.0092778086,0.52085502,4.5970456,0.78765624,0.57538746,1.6470176
0.29575143,-0.077527809,0.055679924,0.535073,2.4004197,0.74407836,0.5932468,1.6105819
0.44558258,-1.0457188,0.043803299,-1.3214566,2.8483039,1.6658008,0.77316856,4.4873249
0.67997858,-0.81454291,0.15257932,-0.81388801,1.9778361,1.4392733,0.65793866,5.0833899
0.84244866,-0.2439593,-0.19739943,-0.25071958,3.2690766,0.91162493,0.64038647,2.7522298
2.3567543,-0.42888663,0.20244865,-0.5186428,2.3090289,1.2118993,0.59292953,3.658804
0.70113014,-0.61961807,0.087992843,-0.78509915,3.3201608,1.2891424,0.61323955,2.8406377
1.2129642,-0.76167851,0.089465929,0.9923957,0.55820215,0.91975869,0.45197367,3.1299532
0.42080508,-0.65741377,0.37584512,0.24955158,0.55115674,1.1606485,0.6709801,3.6569925
1.7000273,-0.59710471,0.26459042,0.63258437,0.21761112,1.0682272,0.61776869,1.5634244
-0.23465092,-0.82186406,0.092777716,-0.42351754,0.125097,1.5426543,0.5638264,4.0174923
2.8141403,-0.71522238,0.20836124,-0.17278573,0.11616041,0.7870749,0.6341779,2.4355221
0.28816377,-0.57370741,0.033795223,-0.65446431,0.23313341,1.0284137,0.60470047,3.3327275
2.0476709,-0.74494511,0.072184054,0.71244456,0.75283378,0.86150035,0.59573997,2.9484144
2.4902543,-0.75371924,-0.073838035,0.16284716,2.2984799,0.66164832,0.56960705,2.637879
1.5657032,-0.21946624,0.068552796,-1.1609564000000001,2.0831577,1.3613397,0.69066739,4.3431522
2.0634525,-0.1614425,0.095307277,-1.7317745,1.95116,0.98065068,0.70360992,5.3586518
1.1810512,-0.15507471,0.12148577,-0.63225688,2.1317239,1.0795032,0.80619833,2.6905543
2.8283419,-0.069998405,0.11023421,-0.49119606,2.8678876,0.99400491,0.8758716,2.7049722
0.037688098,-0.6628963,0.14943865,0.32494317,2.2324362,1.5283643,0.55038928,2.010201
1.2349733,-1.0732376,0.30024804,0.35497025,1.4451416,2.1954788,0.5816929,1.9549535
0.7478505,-0.028589009,0.26514369,0.82100615,5.6015062,0.95096679,0.64848689,2.956039
0.9361167,-0.012642385,0.12617363,2.3814131,2.5626887,0.92828701,0.57598888,5.5233124
-0.032991126,-0.20027673,0.16618599,0.14661879,1.9899033,1.2101316,0.69767919,4.0761288
-0.73011366,-0.39015467,0.17743752,1.3367769,2.4893065,0.68005448,0.66385788,2.4592748
-0.97966358,-0.1818635,0.10530854,1.3764035,2.3749081,1.0075895,0.65567143,2.2918663
0.90863248,-0.16581489,0.2045552,0.69225767,3.1745041,0.7526964,0.6486651,1.5118027
1.2219784,0.13264945,-0.046214942,-1.8495593,2.6871115,1.219459,0.69431224,4.3706807
0.62128805,0.2214373,-0.0062702132,-2.0451895,2.9707886,1.3203491,0.62415547,4.6894213
1.8904233,0.53969182,-0.11204413,-0.87501343,3.2165046,1.0195146,0.61418263,3.0058145
-0.63384378,-1.0212847,0.040202645,0.17219994,1.2826144,1.8528281,0.62489507,2.8049022
0.87809852,-0.42527689,0.11597423,0.14586667,2.5776256,0.99554099,0.60325547,2.7925798
0.97267131,-0.123063,-0.062250058,-0.64145831,3.2663321,0.94195398,0.54039167,4.3034962
0.19036372,-0.68757225,-0.042360896,0.024372937,2.8594689,0.90593365,0.5172207,2.1103102
-0.36649097,0.18208849,0.033462474,-0.59500508,4.6403414,0.80914417,0.94123616,3.6257456
-0.01120065,0.54138993,0.090007218,-0.5754575,3.1441588,1.216045,0.55203341,4.1304094
-0.07804319,0.45912487,0.056846262,-0.1268956,2.4519777,1.0472303,0.55701651,3.8105431
0.0066716097,0.27193924,-0.047083173,0.46285181,4.1028613,0.81870708,0.54816023,1.9060332
-0.99260818,0.27629049,0.0083522742,0.030427367,3.8224734,0.65611576,0.74479008,4.8467686
-0.91188383,0.27922701,-0.11977699,0.0086062367,2.563858,0.59411752,0.682423,3.5258817
-1.5044757,0.41493077,-0.10186601,1.2151232,4.9976084,0.79696536,0.59082178,2.3988598
-0.43268579,-0.52896338,-0.052757564,0.73824831,2.1435645,1.0657163,0.6602849,3.2946876
-0.30926691,0.14053524,0.20285934,0.95798458,2.0498723,1.9182318,0.77126827,2.5955801
-0.20056523,-0.024633899,0.20059403,0.54819516,3.4389168,0.84220318,0.67638808,3.1771095
-0.15573081,-0.1398424,0.1669573,0.76142461,2.8773473,0.83315495,0.6176772,4.1087911
0.28349139,-0.10644624,0.15991029,0.5446986,4.0207659,0.79316229,0.59316311,4.3353063
1.3793548,-0.72065128,0.21613958,-0.77819502,2.8331345,1.9090909,0.66052276,3.0952805
-0.51755422,0.024670593,-0.0078449933,-3.1885158,4.3266713,1.1122407,0.63521344,5.7540747
-0.99290755,-0.14402044,-0.010541738,0.59747545,2.2758491,1.5401795,0.8006447,1.329684
-1.5308493,-0.13055481,0.061455911,0.58412925,2.1508974,1.9746308,0.75692321,1.3919941
0.125196,-0.67186387,6.1202901e-4,0.28518428,1.9390703,1.8125883,0.94160475,1.1657173
-0.30626925,-0.38374333,-0.092917962,0.73613753,1.9535248,1.6798206,0.77522244,1.5706722
0.8847838,-0.58808948,-0.036154667,0.17696649,2.2610532,1.2400625,0.7763619,1.5842459
-0.27562518,-0.24812676,0.16756054,-2.0856574,2.8354661,1.2786711,0.71713216,4.6039211
-1.0238601,-0.15791771,0.029023081,-0.85501559,2.190582,0.87751639,0.67403015,2.8781356
0.066430519,0.066705763,0.065591934,-1.5119371,3.0828559,0.78296587,0.73462883,3.281444
-0.46499146,-0.012642095,0.11319015,-0.2215198,2.1988824,0.94313291,1.0113151,2.5038372
1.4170625,0.033722625,0.071960273,-0.74525457,4.8201549,0.67268281,0.99255906,3.1854833
0.11048776,-0.20717665,0.15237483,0.026872159,2.1305199,1.1805614,0.74099745,3.3674786
1.9884079,-0.47374807,0.3405589,0.87411267,5.1917063,1.2239802,0.75662958,4.2471733
1.1571472,-0.36303861,0.33774496,1.4010845,4.1318698,1.1588362,0.67090815,3.5179417
0.43996169,-0.71857284,0.42553085,0.29614568,1.9312336,1.3295532,0.87129092,4.1297285
-0.20292898,0.1873437,0.025220324,0.17593363,1.3527819,0.64270341,0.92189532,1.5468861
0.3849587,-0.42784043,0.015456678,-0.69450871,2.0470522,1.1895463,0.50036109,2.1979862
1.780857,-0.29571838,-0.036081646,-0.35705225,0.95219239,1.0315153,0.38381041,2.1892755
1.8082684,-0.56007272,0.19695393,0.28575278,1.2788533,1.4875366,0.713689,3.1134113
1.6476444,-0.26019375,0.15413019,-0.05558831,1.14608,0.72059317,0.71593137,3.7095961
-0.14642116,-0.62378174,-0.085992302,1.7935483,2.1627923,0.97198931,0.45152378,4.0677108
0.52072405,-0.31561158,-0.049532543,1.5709,2.3808457,0.96838347,0.43040449,3.8980112
-0.37492361,0.26947901,0.045106939,1.7712047,1.367967,0.91215786,0.5090448,3.6725524
0.93123278,0.063330179,0.099414547,0.29675653,3.6758463,0.67934299,0.55073178,2.2067995
-0.58067199,-0.23203408,-0.066526546,0.58022932,4.0627685,1.1026923,0.74754893,3.1284577
1.0085815,-0.17585677,0.025742069,0.62477228,3.0584056,0.70189128,0.59799087,3.133721
-0.8549143,-0.19194719,0.1001544,-0.1654039,2.7464437,0.64656999,0.89225579,3.6237543
-1.3815698,-0.2977133,0.155476,-0.60200458,2.8637769,0.9464388,0.69510482,4.0049409
1.5629537,-0.19728703,0.1299893,-0.44371558,4.8372591,0.80703634,0.67963186,5.5783492
1.2459308,0.24665804,0.010584246,-0.72288145,3.0380733,0.56593812,0.55230021,3.0799685
1.6771613,-0.085298657,-0.015510724,-0.55808168,5.4827138,1.231484,0.58875102,4.8046996
-0.24080235,-0.14302758,0.098836738,1.4374924,1.7612301,0.64602833,0.51894968,2.2521416
-0.93991448,0.3602713,-0.023946362,1.3189421,3.7247219,0.71374007,0.47940122,2.8748352
-0.48349851,0.39014423,-0.03757826,1.5382814,3.1753098,0.65675873,0.56853069,3.3579051
-0.79966421,0.34516736,0.065081443,0.8440855,2.6839211,1.0596475,0.7258913,3.9224327
-0.012444833,0.070970719,-0.085296146,1.7193729,2.0019331,0.7817278,0.5164262,3.0200383
-0.24993153,0.22490975,-0.073644157,1.2632557,2.1430022,0.81010685,0.5546043,3.1239983
-0.87237818,0.23746541,-0.02812916,0.90733335,2.3728054,0.67563961,0.50364473,1.6116821
-0.060021146,0.071456121,0.042722036,-1.912397,2.4324682,0.66770975,0.51007083,3.2887494
-0.38901477,0.58099435,0.01798868,-1.0877294,2.2453298,0.65183162,0.58443311,2.5700882
-2.0261749,0.42859293,0.010067163,-1.5703176,4.2566628,0.74901302,0.63741646,3.1787961
-1.5805462,0.44530113,0.10751629,-0.21545638,3.1174389,0.93104262,0.65409805,3.1676338
-1.0811912,0.46841638,-0.0049284875,-0.32574012,2.8211496,0.66791067,0.58791277,4.5631211
-1.1355843,0.39491753,0.27081908,0.09627537,4.6245799,0.82045439,0.54759208,3.1307069
-0.87931968,0.4101285,0.26809996,0.17135321,3.0822666,0.84326992,0.60604523,3.3427937
-1.2448892,0.33178048,0.21471475,0.10444909,3.7775665,0.80106847,0.55926834,2.7019507
-1.3704315,0.35934306,0.14199113,0.39199169,3.0126955,0.81411555,0.57294865,1.7766507
-0.46542022,0.56261291,0.010186021,-0.65538011,3.6684823,0.95745002,0.78456951,3.5289172
-0.45604104,0.46939962,0.064333927,-1.5805764,5.4273411,1.1408044,0.54979339,4.9751438
-0.73495536,0.27054862,0.18566134,-0.24066936,2.2458541,0.55806181,0.5393516,2.921602
-1.3994307,0.42510017,0.13390478,-0.32774329,1.6138349,0.95785792,0.64642416,2.8546218
0.50466276,-0.060454543,0.3837104,1.0092127,3.7431394,0.37635053,0.68332174,3.5319116
0.60114567,-0.47102726,0.48091452,1.1059992,3.3290485,0.75141009,0.77764091,3.6711264
0.56578597,-0.3352071,0.41234133,0.40446876,2.8284361,1.1514694,0.60732377,3.3009003
-0.45897512,-0.15016148000000001,0.40347809,0.0096771555,3.9932781999999998,0.9521167,0.71443821,2.6523316
2.4481928,0.3064712,0.24627027,0.4424564,4.3946484,0.5023514,0.49921957,2.5168054
1.0171041,0.047199632,0.3962908,0.60398654,3.2950321,0.86029577,0.60417009,4.7080645
-1.1136099,0.62090791,0.23077434,0.70909944,2.1295501,1.0587838999999999,0.4877439,2.824037
-1.7162242,0.37750022,0.2876335,0.58587859,5.6113895,0.85531463,0.51369914,1.7519104
-1.0716506,0.17657322,0.10813766,-1.0265277,1.9451465,0.49522264,0.58727344,2.7838486
-1.4905131,-0.082335961,0.069287011,-1.8411282,4.1920644,0.90407515,0.55548011,4.09597
0.99473459,-0.53034863,-0.046067695,0.2128071,2.4671704,0.7377738,0.66367661,3.9586037
-0.20400993,-0.42528366,0.057004812,-0.75994106,2.1250062,0.60957436,0.72891911,3.6338941
-0.58814036,-0.17728654,0.056610933,-0.63790514,3.1073588,0.75174896,0.67908524,3.1784102
-0.79831099,0.099509323,0.15777742,-1.1281195,3.6671592,0.55367572,0.68145976,2.5028012
-0.66190456,0.048524134,0.16595215,-0.97823133,2.9688209,0.60853087,0.6980856,2.4558455
0.70027272,-0.18448096,-0.12181367,-3.0557015,2.4962506,0.71198864,0.64790862,3.9083875
0.84384873,-0.62989818,0.031008468,-1.5220175,1.7969504,0.83774489,0.50913928,3.3481911
1.5257557,-0.5396228,-0.20530367,-0.41746313,1.7041223,1.1440109,0.91421065,3.5005713
0.6945719,-0.360159,-0.14036038,0.30588022,3.5000084,0.9439706,0.89018181,2.9725023
0.32563551,-0.13563117,-0.16338044,1.3237492,1.7018649,0.93649614,0.73879994,3.6399497
0.26580719,-0.28664478,-0.11194598,1.2324877,1.5437425,1.0768773,0.61875875,2.4510248
1.3029741,-0.31723339,-0.16899352,-0.35443045,2.0414838,0.88425011,0.70978609,3.7830931
-0.68379901,0.054383378,-0.0010842318,-0.4476225,2.7745167,1.1627843,0.50397213,2.3720422
-1.7660743,0.24391908,0.067451919,0.91065814,3.1144085,1.4643257,1.0423646,4.2049068
-0.33025518,-0.3121199,0.14727769,-1.4847203,3.3525897,1.0632114,0.83786839,4.5427875
-0.27422922,0.13209844,0.013099174,-1.8356068,2.9394977,1.1088447,0.62988723,4.2040203
1.1986083,0.10334655,-0.15137774,0.34662442,3.6967261,1.2434603,0.74295819,4.8586929
1.2415497,-2.3762129,0.37242498,-0.077906308,1.7062373,2.0902373,0.7154726,2.2416515
1.6504378,-2.2136088,0.36726592,-0.44125973,1.7858729,1.9838783,0.73672561,2.2160915
-0.44355128,0.27772702,0.045849461,-3.0288966,1.5790934,0.8048088,0.65118192,4.3371029
0.071197085,-0.77306749,-0.080411858,-0.59134424,2.8443991,1.1048959,0.71903471,2.5704598
-0.14571825,-0.7028092,-0.068424805,-0.34970978,2.4687525,1.3206721,0.63037936,2.9914048
2.4683348,-0.38126713,-0.24959082,1.886628,3.4542511,0.9866049,0.65804708,4.1272092
-0.01527843,-0.28842231,-0.23555181,0.7824506,2.1679921,0.87181748,0.75318113,3.7849512
-1.9081434,0.012408293,-0.38651022,0.5920845,4.2100837,0.54888857,0.70025233,3.5253249
0.014414696,0.62339957,0.076482277,-0.023269689,2.9909939,0.82687298,0.60925619,3.1896592
0.076267898,0.33743097,0.092669627,-0.036295908,2.6527472,0.76971325,0.58715852,4.174632
2.927526,-0.91198095,-0.061435583,-0.45673334,3.190623,1.3913514,0.4414601,3.1812381
1.3383093,-0.57432879,-0.086979186,-0.65897224,1.6786539,0.8862459,0.36231721,3.6289609
0.6910019,-0.14695494,-0.061512343,-0.45105662,1.4220052,1.344172,0.39945133,4.288718
0.91720063,-0.011241952,-0.060704576,-0.73875896,1.7242994,1.0920236,0.37751155,4.0981245
0.41991876,-0.50956992,-0.074077662,-2.0077706,2.9069901,1.7543431,0.52476543,4.6572823
-0.59490098,-0.81700766,-0.016975985,-1.4673795,2.2395108,2.0596151,0.50536353,3.3520856
1.4504449,-0.51120252,-0.33427941,0.20683574,2.0371068,1.3913187,0.5757201,2.4528562
0.87918433,-0.67276809,-0.33003214,0.10911391,1.4436198,1.9108795,0.58117899,1.6593212
1.1358464,-0.58341546,-0.34000849,0.97291839,1.2836121,1.7373339,0.54225264,1.6454628
1.66135,-0.27846024,-0.13237832,0.28670391,1.8445389,0.9657895,0.64498589,8.354331
1.3027728,-0.47112889,-0.10917226,0.55172686,1.493352,1.2222205,0.71136278,3.2824933
-0.0095828443,-0.11868963,-0.0069668195,0.15988789,4.0198045,0.77730332,0.618024,5.4528342
0.28643311,0.087540621,0.070013952,1.2129413,3.3569183,0.62842131,0.6082615,2.5479784
-0.37446536,0.23068491,0.11964843,-0.19259439,2.5953634,0.88176596,0.75719273,4.0161849
-0.84661235,0.3548825,0.055876777,-0.21198354,1.9923568,0.98397265,0.77525746,5.5413837
-1.1918338,0.11453314,-0.048746393,-1.0302607,2.4544667,0.81721984,0.95991174,3.2284717
-1.4556321,0.13429679,0.14805328,-0.092522161,3.4201284,0.85225064,0.608898,2.3801667
-1.2677099,0.34022639,0.26183259,-1.7986008,3.3478751,0.75668171,0.52779532,3.7696601
-0.15989331,0.028494797999999998,0.16632462,-0.42535919,2.3171501,0.95080481,0.5955689,3.9076643
-0.57432327,0.51212432,0.15215506,-0.054331998,2.3810898,1.038335,0.56848442,2.3182705
-0.89313652,0.22067387,0.24500948,0.089669068,2.8691768,1.0533503,0.60936628,1.6891603
-1.7206067,0.41336858,0.12796922,0.081909961,3.08955,0.67647813,0.7464583,5.5594783
-2.1453539,0.46734988,0.19242263,0.42648445,2.2456756,0.99459787,0.67172675,4.3108266
-1.4653362,0.84646886,0.20310794,-0.66522215,1.5927369,0.52812556,0.78154661,5.302725
-0.70012236,-0.099828258,0.30435207,-1.1317007,4.2411491,1.0245363,1.3023612,3.1845487
-1.1439799,-0.33723797,0.33978239,-0.13562514,2.9100523,1.0270935,1.3060603,3.0525088
-2.001797,-0.029976953,0.32726892,-0.24770208,2.5002699,1.4772514,1.3109252,2.8406159
-1.4860016,-0.1414806,0.28011903,0.25125237,2.2877983,2.1641899000000002,0.9377212,2.2884912
-1.2771156,-0.019927824,0.30636786,0.66492927,2.1416946,1.0576125,0.68285186,2.6591395
-0.79590613,0.34836055,0.23274707,0.62756411,1.943029,0.75736935,0.60853983,3.3963148
-0.84838984,0.46636511,0.23632612,-0.2718312,1.7341349,1.6539739,0.92075727,3.2560776
0.90123163,-0.20154507,0.20209119,-0.094271341,3.310427,0.89516509,0.7229275,3.415796
1.3190159,-0.10229655,0.18141039,-0.74739089,3.183977,1.0458905,0.74342085,3.4470919
-0.31879715,-0.05030695,0.026942524,0.05555192,2.1141206,0.78415635,0.73817149,3.6684316
0.52326409,-0.10259914,0.050256341,1.0538214,2.8466427,0.98206085,0.6259349,3.8176522
0.50486198,-0.73445381,-0.046606267,0.33023135,1.8455924,1.9324553,0.95856494,2.7845587
1.1411885,-0.83524615,-0.12548779,-0.011733966,1.9961134,1.3026199999999999,0.67128552,4.347095
0.057749986,0.19860915,0.20249718,-0.012897299,2.6046914,0.5163576,0.71291815,2.4356198
0.85857211,0.046322387,0.14650462,0.53575052,4.3942466,0.57992519,0.66528768,2.4166844
1.3400455,-0.093896139,0.12318262,0.1223103,3.9092117,0.51638628,0.71468738,3.10311
1.8468645,-0.19112181,-0.042239759,0.16515135,3.7238874,0.71571331,0.67894581,3.2253336
-0.6994503,0.24528986,0.084960716,-0.13003585,2.603575,1.5145149,0.6964745,4.3973984
0.07884481,0.14091776,0.031582095,0.87359139,1.2484207,0.66413718,0.78451121,2.9664855
2.2447011,0.17516134,-0.0041494661,-1.1932296,4.8923384,0.75202308,0.53589182,4.544191
-0.43956296,0.27957756,0.017869989,-0.39514647,1.94589,0.796824,0.50829418,3.1466424
1.4427125,0.13267068,-0.025016968,-1.9486897,4.293785,1.2278915,0.67984281,4.4392338
1.6018089,0.25749916,-0.0083461993,-1.8839584,3.8495241,0.91288431,0.71007361,4.8509268
0.8745065,-0.043530825,-0.10496444,0.096097074,1.5324675,0.56369471,0.64335931,2.2404229
-0.024646519,-0.090643932,-0.20549905,-1.2805079,2.6236809,1.4049293,0.69885106,2.8491009
-0.93895782,0.26323321,-0.062115726,-2.6211802,1.4742255,0.58255183,0.84820122,4.0952355
0.44116021,0.055331513,-0.027847726,-3.5090547,2.2441092,0.92022281,0.49712182,6.7620306
0.70148079,0.18391718,-0.091955253,-0.29441609,2.0220794,0.87050153,0.81037211,3.4053131
1.192611,-0.45306623,-0.21154598,-1.2285266,2.3739166,1.1460706,0.75936578,3.2108024
1.5063806,-0.45540972,-0.19321728,-1.4010335,2.2584066,0.94811699,0.84219199,2.8250059
1.3737124,-0.27363238,-0.098129023,-1.4146797,2.5800526,1.012627,0.756218,3.4278078
0.51928421,-0.10563107,0.024315098,-0.96616233,1.7607367,0.99153525,0.64504023,3.8544503
1.3275836,-0.28482923,-0.097133432,-0.91010202,2.8157673,1.6656343,0.83031303,2.6066334
2.1711345,-0.25580512,-0.16974532,-1.3956974,3.4213,1.4856571,0.70472571,3.5732316
0.39149114,0.058640632,-0.11883608,0.026822855,2.8395086,1.21244,0.75847298,2.2169145
1.0563734,0.23466103,-0.1725314,0.12002852,1.5013014,1.2348923,0.51286527,2.9692861
1.3428834,0.15908611,-0.25896639,0.40591991,2.6470662,1.2609503,0.85360979,2.5794698
1.470972,0.18947013,-0.13594399,0.35648153,3.6745047,1.7278537,0.64727833,2.4481384
2.3099249,0.074024659,-0.11076447,-0.43100151,3.8207285,1.3214096,0.87546839,3.0767289
1.2185137,-0.030106951,-0.176488,-0.28639661,2.9589083,0.97861625,0.76746567,3.6922296
0.84636455,-0.18783644,0.074322682,-0.036606258,1.8644047,1.0558767,0.78505041,2.3325905
0.30656372,-0.28250669,-0.046971598,-0.44271995,3.2248923,0.82384439,0.62502142,4.1790084
0.77771761,-0.25119295,0.042902004,-0.067693839,2.9134725,0.6563284,0.86065279,4.4576635
1.4122337,-0.84256945,-0.092406225,0.42581286,3.243516,1.0589595,0.67768601,2.0093331
1.2527491,-0.69338841,-0.075578563,0.39467705,2.7577936,0.9360847,0.65879715,1.9877734
-0.078031161,-0.14426162,0.027658407,-0.1919525,1.6937285,0.82574469,0.65878473,4.3294402
1.3411394,-0.49787618,-0.19686922,0.68879225,3.7478142,1.2659558,0.61297128,2.6191361
-1.1819676,-0.26182004,-0.032379919,1.0398156,3.0717813,0.72077774,0.62549863000000006,2.9184395
-1.1441362,-0.36042428,-0.072428387,1.1146386,2.6110761,0.88934861,0.6229325,2.6417723
1.4494213,-0.37844676,-0.32237972,0.5532847,2.6892345,2.1777532,0.57997353,5.5500841
2.9286586,0.15131079,-0.26881999,1.4500937,4.2233506,1.5743403,0.61409879,3.2107705
-0.23303807000000001,-0.41831228,0.018619095,0.26696668,2.2906586,1.0688888,0.47688087,4.2339573
0.64189613,-0.30658261,-0.056474987,0.17872629,2.2587166,0.93385457,0.60133249,4.3438766
0.39802487,0.001645591,-0.021380692,-0.11720745,1.2945851,1.0344855,0.62146109,3.5559457
0.5851364,-0.70922676,0.13597476,-2.0112255,2.5549246,2.3530025,0.55351315,4.3264758
