alpha,beta,p_stay_noreward,p_stay_reward
-0.99751853,0.70774902,0.26942959,0.4280603
-0.9888985,0.69822422,0.2711297,0.4278388
-0.94922083,0.66340791,0.27904155,0.42902924
-0.97973311,0.69284766,0.27294474,0.42876653
-0.97520386,0.68760056,0.27384448,0.42859072
-0.9589175,0.68010622,0.27709498,0.43074523
-0.9589175,0.68010622,0.27709498,0.43074523
-0.98091993,0.70431118,0.27270929,0.43128538
-0.96765352,0.67511423,0.27534845,0.42738232
-1.0137224,0.74923029,0.266252,0.43425977
-0.96842015,0.66542768,0.27519551,0.42482611
-0.97325405,0.70561765,0.27423238,0.43348745
-1.0340267,0.74275957,0.2623042,0.42769369
-0.96178724,0.70736105,0.2765205,0.43673436
-0.98060625,0.69391776,0.27277151,0.42881477
-0.93625763,0.6587862,0.2816569,0.4310738
-0.99241066,0.75347356,0.27043619,0.4405483
-1.0243741,0.72236422,0.26417626,0.42506623
-0.93922821,0.68522358,0.28105627,0.43683807
-1.0574643,0.73444177,0.25779432,0.4199393
-0.98653676,0.70655846,0.27159667,0.43045909
-1.0060074,0.68940783,0.26776194,0.42150469
-0.90921592,0.71358397,0.28716031,0.4512474
-1.0016848,0.68756348,0.2686103,0.42210909
-0.99618907,0.74803493,0.26969135,0.43827788
-1.0165954,0.71501063,0.2656911,0.42517011
-1.024487,0.69738564,0.26415431,0.41894608
-0.95142348,0.68601321,0.27859864,0.43403421
-0.93739138,0.62526242,0.28142757,0.42259517
-0.93599079,0.6071964,0.28171089,0.418534
-0.99478874,0.6932075,0.26996725,0.42517098
-0.9585985,0.71490079,0.27715889,0.43937531
-1.0048689,0.69938297,0.26798522,0.42421696
-0.95970677,0.707693,0.27693691,0.4373279
-1.0317456,0.76712648,0.26274582,0.43422856
-1.0202114,0.7296594,0.26498623,0.42786874
-1.0153907,0.73248144,0.2659262,0.42974067
-0.95036509,0.70807048,0.27881141,0.43972096
-0.99764567,0.704491,0.26940456,0.42723173
-0.99421526,0.75575676,0.27008029,0.44066627
-0.98111024,0.71370768,0.27267154,0.43354487
-0.95659608,0.65326874,0.27756023,0.42474429
-0.94996633,0.64086462,0.27889159,0.42333402
-0.97174331,0.65122024,0.27453316,0.42054828
-1.0324685,0.77322995,0.26260582,0.4355509
-1.0317569,0.82962686,0.26274364,0.44963885
-1.0035535,0.66493191,0.26824333,0.41614434
-0.92924414,0.6083815,0.28307809,0.42046553
-1.0301501,0.74896225,0.26305501,0.43016259
-1.0367329,0.81806049,0.26178088,0.44554871
-1.0165897,0.74089939,0.26569222,0.43151067
-0.93239972,0.62366835,0.28243812,0.42342443
-0.96915706,0.67429171,0.27504855,0.42681317
-0.9411559,0.60221758,0.28066692,0.41606739
-0.90798396,0.63103051,0.28741256,0.43120083
-0.91390529,0.63782397,0.28620136,0.43141475
-0.94900943,0.59375501,0.27908408,0.41210882
-0.90149665,0.65150166,0.28874303,0.43782473
-1.009947,0.6789437,0.26699023,0.41799653
-0.99987842,0.72435014,0.26896533,0.43155042
-0.96969152,0.6874706,0.27494199,0.42990937
-0.96253828,0.73001193,0.27637028,0.44212893
-1.0000741,0.73429376,0.26892686,0.43394331
-1.0034426,0.71229358,0.26826511,0.4277226
-0.92556387,0.64391545,0.28382558,0.43004969
-1.0521128,0.77887712,0.25881959,0.43211291
-0.98697525,0.73421524,0.27150994,0.43714428
-0.98791594,0.72627555,0.27132392,0.43496051
-0.93572673,0.66286534,0.28176433,0.43220476
-0.96559794,0.64417078,0.27575879,0.42032798
-0.95259057,0.73033554,0.27836414,0.44466384
-1.0384305,0.71257429,0.26145294,0.41924921
-1.0126733,0.78038346,0.266457,0.44218726
-1.0183401,0.79275552,0.26535086,0.44384181
-1.0618019,0.7750429,0.25696526,0.42879751
-1.0449465,0.81585346,0.26019669,0.44297593
-1.0801893,0.88392029,0.25347019,0.45108965
-1.0984469,0.83950757,0.25003102,0.43562447
-0.9469304,0.59843934,0.27950256,0.41374838
-0.94555515,0.59930539,0.27977959,0.41429214
-0.93651584,0.59955734,0.28160466,0.41654848
-0.90374717,0.63876499,0.28828106,0.43413938
-0.90452252,0.63397919,0.28812201,0.43277371
-0.93116639,0.63632475,0.28268814,0.42681897
-0.94847487,0.64448872,0.27919164,0.42458332
-0.98118881,0.64418534,0.27265596,0.41653755
-1.0155365,0.77851689,0.26589774,0.44102095
-0.99558135,0.70635504,0.26981107,0.42819329
-1.0048371,0.79951101,0.26799145,0.44884805
-0.95442446,0.60673652,0.2779959,0.4139432
-0.94760042,0.61359301,0.27936765,0.41726588
-0.94473422,0.64287295,0.27994505,0.42510254
-0.9506207,0.66159863,0.27876001,0.4282433
-0.9506207,0.66159863,0.27876001,0.4282433
-0.90384473,0.6537364,0.28826105,0.43779684
-0.92192848,0.61167173,0.28456512,0.42305207
-0.95973352,0.60818546,0.27693155,0.41300707
-0.95973352,0.60818546,0.27693155,0.41300707
-0.86922881,0.61321978,0.2954148,0.43634503
-0.89770461,0.56367103,0.28952243,0.41725951
-0.84503652,0.57565003,0.3004751,0.43305772
-0.89695627,0.52720257,0.28967639,0.40860054
-0.89803379,0.51293581,0.28945472,0.40489792
-0.83531266,0.58473358,0.30252291,0.43768097
-0.90396045,0.52903892,0.2882373,0.40735234
-0.91967744,0.69432098,0.28502362,0.44389812
-0.92379704,0.68245849,0.28418485,0.43995651
-1.054982,0.73257457,0.25826956,0.42008914
-1.0078888,0.72817071,0.26739321,0.43052289
-1.0778398,0.79189489,0.25391503,0.42899691
-1.0960302,0.77937865,0.25048445,0.421492
-1.0100505,0.77385001,0.26696997,0.44122289
-0.9763257,0.64225508,0.27362145,0.41725051
-0.94924242,0.68702533,0.2790372,0.43481878
-0.95849541,0.63858201,0.27717954,0.42069685
-0.89241726,0.6143002,0.29061124,0.43091546
-0.9748964,0.56496106,0.27390562,0.39892763
-0.9658491,0.70928369,0.27570864,0.43620819
-0.9658491,0.70928369,0.27570864,0.43620819
-0.97314111,0.75936458,0.27425485,0.44675848
-0.99770701,0.68610715,0.26939249,0.42272428
-0.97444129,0.75014953,0.27399614,0.44416095
-0.97647789,0.74633776,0.27359121,0.44271757
-0.99057074,0.73058235,0.27079936,0.43536656
-1.0176446,0.75533106,0.26548646,0.43479508
-1.0654486,0.81028618,0.2562696,0.43655327
-0.97615411,0.75837659,0.27365556,0.44576978
-1.0000122,0.67269584,0.26893902,0.41889374
-0.99654655,0.68964795,0.26962095,0.42387194
-0.99756201,0.74837042,0.26942103,0.43802249
-0.98092252,0.67986389,0.27270877,0.42529871
-0.9911274,0.64875885,0.27068945,0.41523424
-1.0344702,0.73378332,0.26221837,0.42538957
-0.94722211,0.68899332,0.27944382,0.43579916
-0.88325461,0.65300448,0.2925038,0.44269043
-0.95262749,0.66856674,0.27835672,0.42945851
-0.97258109,0.75300611,0.27436634,0.44532575
-0.98948046,0.66091271,0.27101471,0.41858915
-0.98948046,0.66091271,0.27101471,0.41858915
-1.0185929,0.79788624,0.26530157,0.44504622
-1.0209031,0.79250315,0.26485152,0.44314694
-0.91718213,0.59154614,0.2855324,0.41930283
-0.91453201,0.59756563,0.28607334,0.42141524
-0.90740644,0.62349556,0.28753085,0.42949523
-0.91780334,0.66364103,0.28540569,0.43679928
-0.92120071,0.63304002,0.2847133,0.42845422
-0.89965947,0.57260691,0.28912048,0.41895795
-0.89416927,0.56664563,0.29025019,0.41884328
-0.9085938,0.58170146,0.28728767,0.41899696
-0.90259806,0.61921369,0.28851689,0.42962425
-0.89216165,0.65155974,0.29066394,0.44013802
-1.040712,0.74573628,0.26101264,0.42678617
-1.0195644,0.75694222,0.26511225,0.43471922
-1.0081081,0.74473633,0.26735027,0.43453504
-0.85859381,0.56186396,0.29763322,0.42635709
-0.88870543,0.53878394,0.29137705,0.41340146
-0.86401018,0.55044946,0.29650218,0.42224585
-0.8549526,0.57266716,0.29839497,0.42989356
-0.85076579,0.54007805,0.29927224,0.42294688
-0.86080275,0.5653756,0.29717166,0.42667573
-0.85671457,0.56369487,0.29802622,0.42726476
-0.8911224,0.61180166,0.29087826,0.43062031
-0.90245424,0.59605612,0.28854641,0.42399416
-0.92582404,0.61610802,0.28377269,0.42318406
-0.95463143,0.71511285,0.27795436,0.44040499
-0.98446487,0.71503432,0.27200676,0.4330469
-0.99685739,0.68621661,0.26955975,0.42295834
-0.88460003,0.60368942,0.29222545,0.43023054
-0.89055171,0.60308617,0.29099599,0.42862446
-0.95206383000000006,0.60239392,0.27846996,0.41346247
-0.94228036,0.66181219,0.28043995,0.430339
-1.0445004,0.77547568,0.26028256,0.43314653
-1.0418488,0.7268849,0.26079342,0.42190356
-0.9794837,0.74492397,0.27299424,0.44162745
-0.98662419,0.74286528,0.27157938,0.43936023
-1.0135039,0.68205447,0.26629468,0.41788799
-0.93630238,0.69334253,0.28164785,0.43955707
-0.96158515,0.65477215,0.27656093,0.42389284
-0.94787972,0.69787039,0.27931143,0.4378212
-0.9589975,0.65016077,0.27707896,0.42339871
-0.99701283,0.73530159,0.26952914,0.4349431
-1.003372,0.7771854,0.26827896,0.4436932
-1.0036573,0.74683724,0.26822295,0.43614556
-0.96011784,0.71199179,0.2768546,0.4382848
-1.0113642,0.73851813,0.26671296,0.43220852
-1.0219196,0.76308098,0.26465366,0.43564922
-1.0478837,0.77929892,0.25963169,0.43325456
-1.0223553,0.74622719,0.26456888,0.43140329
-1.0125952,0.74818913,0.26647228,0.43428092
-1.0107027,0.82437712,0.26684235,0.4535529
-1.0170468,0.79042674,0.26560304,0.4435862
-1.0059247,0.78144245,0.26777815,0.44411393
-1.0262686,0.75064643,0.26380814,0.43152737
-1.0659728,0.82851292,0.2561697,0.44091242
-1.0835561,0.7503877,0.25283365,0.41746991
-0.89288248,0.66647996,0.29051534,0.44363991
-0.89288248,0.66647996,0.29051534,0.44363991
-0.90791843,0.64293832,0.28742598,0.43413988
-0.93321677,0.59873805,0.28227256,0.41715128
-0.93109472,0.59288366,0.28270267,0.4162441
-0.94816034,0.65484034,0.27925494,0.42719127
-0.95647422,0.66555871,0.27758467,0.42777975
-0.95745256,0.67342832,0.27738852,0.42946746
-1.0041691,0.72741555,0.26812251,0.43124986
-1.0224815,0.76339919,0.26454431,0.4355893
-1.0512876,0.80416044,0.25897792,0.43853072
-1.0281815,0.74993648,0.2634368,0.43088408
-0.8808387,0.65616445,0.29300401,0.44406653
-0.9171329,0.57270392,0.28554245,0.41473403
-0.9171329,0.57270392,0.28554245,0.41473403
-0.90058667,0.55319089,0.28892995,0.41401408
-0.88195007,0.58376913,0.29277384,0.42600223
-0.93651224,0.63126168,0.28160539,0.42427444
-0.91467291,0.62877405,0.28604457,0.42900819
-1.0114407,0.78040537,0.266698,0.44249672
-1.0418565,0.8245729,0.26079194,0.44589181
-1.0871168,0.75215926,0.25216159,0.41703487
-1.069328,0.78606686,0.25553091,0.42965445
-1.0707433,0.79114673,0.25526175,0.43055268
-0.98515043,0.74021513,0.27187102,0.43907048
-0.97834482,0.71765654,0.27322033,0.43519452
-0.9792632,0.65352292,0.273038,0.41927744
-0.91572283,0.64739123,0.2858302,0.43331673
-0.93042273,0.64471108,0.28283896,0.42905405
-0.99466311,0.73260739,0.26999201,0.43485844
-1.0498655,0.76979659,0.25925094,0.43043689
-0.88380695,0.61951655,0.29238951,0.43430933
-0.91912326,0.61849787,0.28513657,0.42540461
-0.94558677,0.61320728,0.27977322,0.41766177
-0.96292974,0.64115416,0.276292,0.42024309
-0.94004977,0.60031531,0.28089029,0.41587398
-0.90280152,0.63139104,0.28847512,0.43256086
-0.89584794,0.64063171,0.28990449,0.43654003
-0.97526941,0.63142779,0.27383144,0.41487661
-0.95043746,0.74047089,0.27879685,0.44770036
-0.97273597,0.72195217,0.2743355,0.43763059
-0.97273597,0.72195217,0.2743355,0.43763059
-0.97981117,0.68587159,0.27292925,0.42703967
-0.97034982,0.67067983,0.27481078,0.42563816
-0.97935888,0.67666818,0.27301901,0.42489985
-1.0276684,0.78225689,0.26353638,0.4389532
-0.88143876,0.64540977,0.29287972,0.44126517
-1.0291846,0.70344573,0.26324222,0.41927779
-1.0530167,0.75721156,0.25864623,0.42658326
-1.0129996000000001,0.71603831,0.26639323,0.42630048
-1.0380861,0.70795122,0.26151946,0.41820781
-0.99643104,0.75865371,0.2696437,0.44083417
-0.99006121,0.69092844,0.27089999,0.4257695
-0.98104085,0.71771755,0.2726853,0.43454694
-0.97199859,0.6712216,0.27448232,0.42536755
-0.97199859,0.6712216,0.27448232,0.42536755
-0.93289434,0.68715934,0.28233788,0.43887354
-1.0208496,0.76739478,0.26486194,0.43697333
-0.95513556,0.63789693,0.27785319000000003,0.42134886
-0.96845935,0.71500666,0.27518769,0.43697386
-0.95914743,0.64808825,0.27704893,0.42285623
-0.99108509,0.73270556,0.27069781,0.4357621
-0.96949537,0.67875209,0.2749811,0.42782191
-1.013093,0.75572769,0.26637498,0.43601148
-1.0467087,0.74050017,0.25985762,0.42404046
-0.86906603,0.59169539,0.29544868,0.43109852
-0.93963059,0.67190467,0.28097497,0.43346547
-0.97917296,0.65821861,0.27305592,0.42044318
-0.97983023,0.71611279,0.27292547,0.4344501
-0.9516636,0.75296458,0.27855038,0.45048804
-0.98420104,0.62463153,0.272059,0.41106378
-0.99373456,0.65329213,0.27017506,0.41570201
-0.98319518,0.76293218,0.27225825,0.44515581
-1.0017852,0.69497244,0.26859057,0.42389289
-1.0017852,0.69497244,0.26859057,0.42389289
-0.94972996,0.69311732,0.27893913,0.43619658
-0.95431337,0.68898906,0.2780182,0.43405533
-1.0025758,0.69001301,0.26843529,0.42248931
-0.98079417,0.64161285,0.27273423,0.41600836
-0.95243204,0.66076359,0.27839598,0.42759545
-0.97682275,0.64462814,0.27352267,0.41770674
-0.94098206,0.63415629,0.28070201,0.42388972
-0.9664435,0.65863166,0.27558996,0.42364894
-0.9664435,0.65863166,0.27558996,0.42364894
-0.95494591,0.68774096,0.27789125,0.4335934
-0.98204479,0.68517807,0.27248624,0.42632362
-1.007427,0.74898235,0.26748369,0.43574609
-1.0638049,0.80031755,0.25658301,0.43450664
-1.0284474,0.78452464,0.26338521,0.43931987
-1.0035116,0.75955903,0.26825157,0.43931254
-0.91159542,0.64254263,0.28667348,0.43313965
-0.97898205,0.7432155,0.27309381,0.44132988
-1.0244288,0.71460015,0.26416562,0.42315657
-0.98520989,0.71313068,0.27185925,0.43239673
-1.0147046,0.72988131,0.26606016,0.42927168
-1.0200974,0.74114741,0.26500842,0.43071121
-1.016822,0.69172182,0.2656469,0.4194333
-1.0139795,0.64492495,0.26620178,0.4087695
-0.99455129,0.75352697,0.27001405,0.44003394
-0.99638889,0.74885451,0.269652,0.43843047
-0.99834965,0.75473908,0.26926602,0.43939678
-0.9869723,0.67559944,0.27151052,0.42277967
-0.94706615,0.70485541,0.27947523,0.43974162
-0.94449683,0.71273243,0.2799929,0.44231687
-0.94623933,0.70952674,0.27964175,0.44109664
-0.9732797,0.68607468,0.27422727,0.42868826
-0.97202223,0.71225509,0.27447761,0.43542095
-0.99787819,0.6948069,0.2693588,0.42480685
-0.97172483,0.66976992,0.27453684,0.42507966
-1.0177375,0.73279541,0.26546834,0.42924257
-0.94323672,0.68719599,0.280247,0.43633723
-0.93453135,0.60338218,0.28200631,0.41796104
-0.96814504,0.70737662,0.27525039,0.43517482
-0.97871527,0.69940152,0.27314678,0.43062203
-0.99761198,0.66683856,0.26941119,0.41805245
-1.0122921,0.71406421,0.26653151,0.42599074
-1.014757,0.68843065,0.26604993,0.41913475
-1.0035844,0.70102831,0.26823727000000003,0.42493274
-0.95865932,0.6480874,0.2771467,0.42297515
-1.0517151,0.81468647,0.25889589,0.44101872
-1.032206,0.76618729,0.26265664,0.43388474
-0.99486915,0.72732546,0.2699514,0.43351021
-0.96902077,0.74285729,0.27507573,0.44369891
-0.95976298,0.70575104,0.27692565,0.43683627
-0.97291283,0.60814536,0.27430029,0.40980599
-0.93474302,0.62936866,0.28196345,0.42424421
-0.89198438,0.58378579,0.29070049,0.4235545
-0.94129672,0.58189745,0.28063848,0.41110499
-0.93980811,0.67813892,0.2809391,0.43495343
-0.97237708,0.66001812,0.27440695,0.42253905
-0.90497108,0.68638927,0.28803001,0.44557108
-0.94086606,0.60184466,0.28072544,0.41604721
-0.91773203,0.63372751,0.28542024,0.42947229
-0.87777642,0.56664824,0.29363877,0.42283939
-0.93307538,0.63900326,0.2823012,0.42700724
-0.92473421,0.64420093,0.28399425,0.43032304
-0.95044772,0.6721344,0.27879479,0.43086734
-0.95310932,0.6899719,0.27825994,0.43459262
-0.92777972,0.71274971,0.28337538,0.44644868
-0.94543069,0.66170267,0.27980467,0.42954004
-0.93985283,0.66883011,0.28093007,0.43265604
-0.90184903,0.62396874,0.28867067,0.43097353
-0.94277978,0.66000811,0.28033918,0.4297744
-0.9502185,0.65209431,0.27884088,0.4260161
-0.94023669,0.67518965,0.28085253,0.43412344
-0.99842968,0.69568047,0.26925028,0.42488555
-0.96652013,0.69370319,0.27557466,0.43221567
-0.95706624,0.73893726,0.27746597,0.44568295
-0.9919531,0.68317564,0.27052648,0.42341318
-0.92326173,0.6136201,0.28429376,0.42320222
-0.98353,0.66276477,0.27219192,0.42048927
-0.93971234,0.68822483,0.28095845,0.43745741
-0.98546403,0.69005681,0.27180895,0.42668061
-0.94978851,0.66331518,0.27892736,0.42886747
-0.94370421,0.69107824,0.28015272,0.43717726
-0.97979648,0.6907418,0.27293217,0.42823531
-0.98068118,0.65917017,0.27275664,0.42030755
-1.0080048,0.82741182,0.2673705,0.45497406
-1.0054179,0.68846878,0.26787754,0.42141946
-0.98586695,0.73433719,0.27172921,0.43744701
-0.9845623,0.73502258,0.27198746,0.43793679
-0.96188683,0.66290539,0.27650058,0.4258065
-1.0172656,0.75639678,0.26556037,0.43515015
-0.99256722,0.74305283,0.2704053,0.43794303
-0.99620665,0.70217406,0.26968789,0.42701691
-0.92053559,0.63839209,0.28484878,0.42992835
-0.91961726,0.64492438,0.28503589,0.43175536
-1.0008497,0.69682965,0.26877439,0.42457504
-0.98779223,0.70298548,0.27134837,0.42927573
-0.99641977,0.73628251,0.26964592,0.43532997
-1.0368534,0.75513531,0.26175759,0.43003261
-1.0136799,0.74230837,0.26626031,0.43257043
-0.99456273,0.7175871,0.2700118,0.4311954
-1.0079103,0.72231948,0.26738902,0.42908366
-0.9945324,0.73936302,0.27001777,0.43655155
-1.0349849,0.75833007,0.26211882,0.43127408
-1.0663865,0.76887054,0.25609088,0.42616483
-1.0663865,0.76887054,0.25609088,0.42616483
-1.0363573,0.80887487,0.26185346,0.44337337
-1.0083499,0.79993623,0.2673029,0.44808436
-1.0010038,0.72812703,0.26874411,0.43220099
-0.98222109,0.7073338,0.27245129,0.43170767
-0.98665422,0.69523625,0.27157344,0.42765676
-1.0107037,0.78451688,0.26684215,0.44369314
-1.0557777,0.80040407,0.25811717,0.43650132
-1.009312,0.77230773,0.26711452,0.44102474
-1.012246,0.76453967,0.26654053,0.43838813
-1.0197183,0.76869718,0.26508229,0.43757219
-1.0349612,0.74588985,0.2621234,0.42823123
-1.0635633,0.76721825,0.25662908,0.4264512
-1.0484887,0.85209064,0.25951541,0.45105769
-1.0436501,0.83816448,0.26044631,0.44880858
-0.9728851,0.64551397,0.27430581,0.41888041
-1.0238553,0.75510615,0.26427712,0.43321421
-0.92629183,0.64837319,0.28367763,0.43096412
-0.90080705,0.57573008,0.28888468,0.41943895
-0.9572945,0.66855544,0.27742021,0.42831259
-0.97471093,0.64042711,0.27394251,0.41719867
-0.92169534,0.68003022,0.28461258,0.43987605
-0.92556135,0.68111625,0.28382609,0.43919122
-0.93343621,0.66588598,0.2822281,0.43350861
-0.99483984,0.65430768,0.26995718,0.41568021
-1.0087658,0.63427674,0.26722146,0.40745676
-0.96219315,0.68293489,0.2764393,0.43063563
-0.94203307,0.67649273,0.28048986,0.43400226
-0.95430977,0.66649048,0.27801892,0.42853783
-0.97441063000000006,0.73908175,0.27400224,0.44143779
-0.99350622,0.66073037,0.27022009,0.41756537
-1.028472,0.7017385,0.26338045,0.41903563
-1.045489,0.75023688,0.26009228,0.42671856
-1.0423877,0.74662255,0.26068954,0.42659304
-1.0170371,0.80497796,0.26560494,0.44718299
-1.0160825,0.80343916,0.26579118,0.44703858
-1.0160825,0.80343916,0.26579118,0.44703858
-1.0545072,0.75228752,0.25836053,0.42501495
-0.89919786,0.71148466,0.28921536,0.45320901
-0.90917981,0.71575915,0.2871677,0.45179503
-0.96610504,0.734476,0.27565753,0.44235026
-0.98523754,0.67921299,0.27185378,0.4240854
-0.95933284,0.66350145,0.27701179,0.42657685
-0.95436972,0.67531463,0.27800689,0.43068545
-0.95838075,0.66846712,0.27720251,0.42802501
-0.93007581,0.663108,0.28290934,0.43365164
-0.95363855,0.64421384,0.27815367,0.42325517
-0.94006819,0.69397276,0.28088657,0.43878478
-1.0320655,0.6577121,0.26268386,0.4074895
-1.0181339,0.67268666,0.26539105,0.41448689
-1.0241676,0.76645257,0.2642164,0.43592549
-1.0383612,0.67567303,0.26146633,0.410309
-0.93028608,0.69484867,0.28286668,0.44141103
-0.92000286,0.71496161,0.28495731,0.44891852
-0.94049,0.65195161,0.28080137,0.42836173
-1.028166,0.76836265,0.26343982,0.43541205
-0.97213874,0.65312974,0.27445441,0.42091728
-0.8973891,0.64943097,0.28958733,0.43832614
-0.95142377,0.61055877,0.27859858,0.41559937
-0.9395038,0.69814129,0.28100058,0.43995061
-1.0174253,0.69774006,0.26552922,0.42075245
-0.93034576,0.690815,0.28285457,0.44040199
-0.93699228,0.69434989,0.28150829,0.43963528
-0.9772363,0.67409896,0.27344051,0.42479071
-0.96780449,0.65521423,0.27531833,0.42248261
-0.95961446,0.66756982,0.27695539,0.42750338
-0.9422782,0.69319969,0.28044039,0.43805032
-1.0118296,0.68774041,0.26662195,0.41967951
-1.0128502,0.67879358,0.26642243,0.41725391
-0.96998002,0.669874,0.27488448,0.42553156
-1.0108601,0.75593281,0.26681157,0.43661111
-1.0161161,0.74130395,0.26578463,0.43172611
-1.0306738,0.7068427,0.2629535,0.41974237
-0.96132235,0.73766172,0.27661352,0.44431678
-0.98190349,0.73435754,0.27251425,0.43842762
-0.95932912,0.64462779,0.27701254,0.42196761
-0.97179992,0.71466707,0.27452188,0.43606865
-0.95959296,0.68485407,0.2769597,0.43174408
-0.93307619,0.63624004,0.28230104,0.42633109
-0.95035803,0.64233903,0.27881282,0.42359835
-0.99568795,0.74545602,0.26979007,0.43776642
-0.96487663,0.65373281,0.27590288,0.42283557
-1.0182214,0.79207793,0.265374,0.44370385
-1.0712697,0.77181179,0.2551617,0.42569001
-1.0518401,0.78664891,0.25887191,0.43408803
-1.0560926,0.82488382,0.25805688,0.44245394
-0.91905156,0.64500464,0.28515119,0.43191385
-0.89816555,0.60708014,0.28942762,0.42773816
-1.0891699,0.80807316,0.25177463,0.43018492
-1.0948675,0.80896661,0.2507028,0.42900768
-1.0059746,0.75642049,0.26776836,0.43793324
-0.98751523,0.706295,0.27140314,0.43015465
-0.98013915,0.71579754,0.27286417,0.43429675
-0.96330405,0.64980359,0.27621716,0.42226055
-1.0185297,0.7557468,0.26531389,0.43467973
-0.92081426,0.56534422,0.28479201,0.41205658
-0.96930084,0.66281566,0.27501988,0.4239729
-0.98254306,0.72423217,0.27238748,0.43577897
-0.99811063,0.79124277,0.26931306,0.44846668
-1.0682317,0.75023656,0.25573951,0.42116443
-1.0199099,0.77949045,0.26504496,0.44018299
-1.0017061,0.74242249,0.26860612,0.43553983
-1.0015212,0.72862723,0.26864243,0.43219676
-0.93797635,0.6690879,0.28130929,0.43318
-0.99823062,0.75673423,0.26928944,0.43991762
-0.99823062,0.75673423,0.26928944,0.43991762
-0.98763912,0.71297227,0.27137865,0.43176175
-0.99242701,0.7409285,0.27043296,0.4374547
-0.99370933,0.73241351,0.27018004,0.43504519
-1.0058908,0.80276726,0.26778479,0.44939299
-1.0220386,0.81563733,0.26463049,0.44858209
-1.0614826,0.79496006,0.25702623,0.433761
-1.0156327,0.77846068,0.26587897,0.44098338
-1.0335981,0.73904561,0.26238712,0.4268897
-0.95617281,0.68230131,0.27764512,0.4319569
-0.97927296,0.66130153,0.27303607,0.42117021
-0.95198388,0.66060199,0.27848602,0.42766559
-0.96122195,0.58067681,0.27663361,0.40599542
-0.9588018,0.58282093,0.27711816,0.40709663
-0.95185817,0.66687046,0.27851128000000003,0.4292314
-0.94695259,0.65982956,0.27949809,0.42870834
-0.92388222,0.62781766,0.28416753,0.42651982
-0.9594599,0.66120156,0.27698634,0.4259833
-0.98727636,0.67963379,0.27145038,0.42369026
-0.97565902,0.70386082,0.27375398,0.43246569
-1.0228821,0.72035306,0.26446639,0.42493936
-0.97642412,0.67178938,0.27360189,0.42442487
-0.95171522,0.75947801,0.27854001,0.45208815
-0.99004626,0.68930598,0.27090294,0.42537652
-0.953216,0.67696554,0.27823852,0.43137327
-0.93779741,0.62991398,0.28134547,0.42363145
-0.94029758,0.65949115,0.28084024,0.43025608
-0.95302918,0.64858965,0.27827604,0.42447256
-0.93736833,0.67530014,0.28143223,0.43485537
-0.97555235,0.62394545,0.27377519,0.41299281
-0.99106435,0.65605741,0.2707019,0.41702286
-0.95356959,0.68411031,0.27816752,0.43303984
-1.044107,0.77647697,0.26035832,0.43348901
-1.0369363,0.77446171,0.26174158,0.43475551
-0.94347406,0.68943036,0.28019913,0.43682846
-1.0103533,0.67467935,0.26691071,0.4168607
-0.88939083,0.61310902,0.29123555,0.43136557
-0.90151251,0.56219106,0.28873977,0.41597431
-0.86879496,0.6214251,0.29550511,0.43847097
-0.88928923,0.62245646,0.29125653,0.43368481
-0.99602327,0.69773763,0.26972401,0.42597663
-0.98185876,0.68410922,0.27252312,0.42610772
-0.97601239,0.70663262,0.27368373,0.43305937
-1.0352537,0.73601045,0.26206684,0.4257425
-0.99626373,0.69428649,0.26967665,0.4250742
-0.9608005,0.66658858,0.27671795,0.42697303
-0.97108691,0.75839372,0.27466391,0.44702626
-1.0095193,0.77951238,0.26707393,0.44275043
-1.030123,0.73128093,0.26306027,0.42584058
-1.0297215,0.74783751,0.2631381,0.42999195
-0.90615051,0.61546978,0.28778821,0.42783722
-0.90615051,0.61546978,0.28778821,0.42783722
-0.91422187,0.65684369,0.28613669,0.43600832
-1.0221865,0.70250023,0.26460171,0.4207522
-0.9446969,0.69385467,0.27995257,0.43761621
-0.93597834,0.71609988,0.28171342,0.44525079
-0.95778026,0.6844993,0.27732284,0.4321018
-1.0320989,0.73640384,0.26267738,0.42661019
-1.0538743,0.7809914,0.25848182,0.43219948
-1.0420091,0.75131686,0.26076253,0.42783442
-0.99672763,0.77895999,0.26958529,0.44577222
-1.0167991,0.77324076,0.26565137,0.43940965
-0.94974279,0.63857761,0.27893655,0.42283036
-0.97324908,0.69303446,0.27423337,0.43040116
-0.95365312,0.67950353,0.27815074,0.43188866
-1.0209309,0.75188736,0.26484612,0.43314193
-1.017139,0.74877104,0.26558507,0.43330781
-1.0085521,0.75093497,0.2672633,0.43594955
-1.0205415,0.69520592,0.26492193000000003,0.41937598
-0.97657513,0.74836833,0.27357188,0.44319461
-0.99908337,0.65232559,0.26912168,0.41416887
-0.84452186,0.60539166,0.30058328,0.44050071
-0.92931136,0.62841098,0.28306444,0.42533739
-0.82191931,0.52513737,0.3053564,0.42634435
-0.83082169,0.5501881,0.30347136,0.43029845
-0.81631122,0.54960267,0.30654725,0.43371532
-0.86183256,0.52438653,0.29695661,0.41643
-0.88207041,0.5896882,0.29274892,0.42742076
-0.89393191,0.57608079,0.29029909,0.42119953
-0.96284909,0.67045238,0.27630812,0.42741721
-0.97162297,0.69628897,0.27455713,0.43159808
-0.97805678,0.66062679,0.27327753,0.42130221
-0.98694414,0.74087401,0.27151609,0.43879101
