participant,understood_eq_felt,param,median,lo90,hi90
60e46e6f6bc0c2cdf5d077ce,TRUE,delta_dr,0.6440657647448002,0.38962734687111367,0.8485759094829616
60e6b55696dade249aa3249b,TRUE,delta_dr,0.3213413216583041,0.2181517456977249,0.44853463690733275
60e9f29fe1f58945339696d0,TRUE,delta_dr,0.234866210623003,0.08906600322862668,0.5190476273838275
6661b6019ab530fb44632cc2,TRUE,delta_dr,0.16584301790607991,0.010797612229521601,0.7807986992352866
66912a96b8dba143ceba8276,TRUE,delta_dr,0.5277520336587815,0.23208624894894556,0.8549536585005335
66ab330c867b56b7333c7f26,TRUE,delta_dr,0.955268489981147,0.8372537612732538,0.994350395576731
66ab9137e5573312997df691,TRUE,delta_dr,0.1325246970486671,0.010614348708357667,0.8088158724648982
677009b08130c3028f6a8a6d,FALSE,delta_dr,0.20995093299085726,0.1204465541416861,0.34099978911311124
678cc86b7a22ead21c11ea4d,TRUE,delta_dr,0.2567251406649557,0.09214108489464215,0.5365333158204587
67acd3c9faab3a14dfe87135,TRUE,delta_dr,0.4842450310813148,0.3167592714415982,0.6343186105534777
67dae998d8f2cfb8a8e3bf03,FALSE,delta_dr,0.9090371226010733,0.7938135024091613,0.9768733704808166
67f6a640d2046b13fcf33328,TRUE,delta_dr,0.5838830298342992,0.4174552654163885,0.7163089946075273
68598a1d4cebd213b2abb1d9,FALSE,delta_dr,0.9808250564897458,0.9345753696073126,0.9976076600376266
697ccad66fdf3bbcccb90fe4,TRUE,delta_dr,0.13996762545536956,0.012700073887449618,0.7609267405891399
69b7e04340b00585acbb91ac,FALSE,delta_dr,0.2225654986836173,0.13384073359293422,0.3498629123758748
69ef99a65d19811a9ddad38b,TRUE,delta_dr,0.38771362819228894,0.07012810258718907,0.6978322846417776
69fdce52c07d954848678eaf,TRUE,delta_dr,0.8489338376015967,0.4604542742922333,0.9699648964641304
6a0092581cd317f1ff1765a2,FALSE,delta_dr,0.17779486816199802,0.015024566807171869,0.6877865577673256
60e46e6f6bc0c2cdf5d077ce,TRUE,rho_dr,-1.3003474008758635,-2.378718029017615,-0.6648700576428808
60e6b55696dade249aa3249b,TRUE,rho_dr,4.9719712312913735,3.015587558344794,8.004643343689732
60e9f29fe1f58945339696d0,TRUE,rho_dr,2.018222383907071,0.5898632142968985,4.813327323409837
6661b6019ab530fb44632cc2,TRUE,rho_dr,-0.13198240211391352,-2.1114912104507666,2.620516647482201
66912a96b8dba143ceba8276,TRUE,rho_dr,1.5749088249375536,0.5014060975320161,4.540210163451721
66ab330c867b56b7333c7f26,TRUE,rho_dr,0.26699351204442,0.16955387774478545,0.4807575569719489
66ab9137e5573312997df691,TRUE,rho_dr,0.20282720947530963,-1.5747578168389404,3.4036038881973902
677009b08130c3028f6a8a6d,FALSE,rho_dr,3.92510367138454,2.0263748285748298,6.86233916614124
678cc86b7a22ead21c11ea4d,TRUE,rho_dr,-1.9359811615717883,-4.63392763312075,-0.5303241685826076
67acd3c9faab3a14dfe87135,TRUE,rho_dr,-3.1743478090866963,-5.036080368821537,-2.0144623407551605
67dae998d8f2cfb8a8e3bf03,FALSE,rho_dr,0.3970499014474487,0.2336451112595521,0.6495482397884867
67f6a640d2046b13fcf33328,TRUE,rho_dr,-1.959087105616852,-2.950648356580756,-1.2070431080436608
68598a1d4cebd213b2abb1d9,FALSE,rho_dr,0.2593062183152514,0.1652423244917605,0.3738137871293447
697ccad66fdf3bbcccb90fe4,TRUE,rho_dr,0.7563241290237368,-1.0113925055231094,3.903353426367018
69b7e04340b00585acbb91ac,FALSE,rho_dr,3.9956893263995035,2.1641196759938723,6.907269057398599
69ef99a65d19811a9ddad38b,TRUE,rho_dr,-1.0958195537219586,-2.904905982010867,-0.18568652001845481
69fdce52c07d954848678eaf,TRUE,rho_dr,-0.6011481067850604,-1.1020820810028742,-0.27399204433842506
6a0092581cd317f1ff1765a2,FALSE,rho_dr,-0.674461840515659,-3.3660907193034904,1.1218267929398258
